gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted
CNAG_01560	32.027324406936785	3.800357967269255	1.1559300417767873	3.287705855821258	0.001010073130610741	0.024794187235818124
CNAG_02553	26.819703789968354	2.187833557380817	0.3766735572043966	5.8083014205152175	6.310982348077338e-9	1.6732340490173774e-6
CNAG_01571	341.76735631333054	2.0458079204069586	0.5897585158714183	3.468890851680376	5.226117285993865e-4	0.015668718462062713
CNAG_01551	257.0714225437487	1.8234181317790787	0.31326726239510394	5.820646938457674	5.8620281349780755e-9	1.6581893498333634e-6
CNAG_02225	547.3331282542824	1.709426944024425	0.2667112195791436	6.409280219714084	1.4620824859655808e-10	7.317160502840052e-8
CNAG_01275	111.23264629818667	1.6756938930676974	0.287884460692075	5.820716717530793	5.859581080876944e-9	1.6581893498333634e-6
CNAG_06484	152.17765141193135	1.5766090197335105	0.3259366776004644	4.8371635599296665	1.3170504921618996e-6	1.6801432356873173e-4
CNAG_03754	126.74977836744559	1.5049073821325536	0.277187392203181	5.429205744788861	5.660539811199559e-8	1.1879829681182042e-5
CNAG_07913	25.473534083591858	1.416183799852098	0.3548804444382167	3.990594077658878	6.590799906701281e-5	0.0034031543010316296
CNAG_06568	628.2539534978772	1.4126432189597362	0.2171242229773001	6.506152098503653	7.710016484510978e-11	4.560124295293493e-8
CNAG_03759	40.586486615292586	1.3973684176124217	0.3910224830053716	3.573626781949583	3.520706546887648e-4	0.01122829254610345
CNAG_07594	211.1713453624581	1.3955334463957938	0.2906967887431871	4.800649681853426	1.5815171533578412e-6	1.9787212691819452e-4
CNAG_01936	658.1021660703218	1.3341068595956065	0.2204791791541205	6.050942609247616	1.4400074587729941e-9	5.510993251045353e-7
CNAG_01369	41.698698560935966	1.303762515345808	0.2918071186511458	4.467891398168565	7.899438956568692e-6	7.138020812699432e-4
CNAG_01598	110.10444798613337	1.2518036089317028	0.3208305743484074	3.901759087250522	9.54961757035285e-5	0.004406369639199691
CNAG_04025	215.3919471176956	1.2458559219244727	0.333288735958843	3.738067889814075	1.854398778737933e-4	0.007447357070659871
CNAG_02226	367.28534052283726	1.2372373938023002	0.29758676599100564	4.157568599134865	3.2165270418595835e-5	0.0022463902615239063
CNAG_03433	499.95570061553866	1.227590003053711	0.19908300802458864	6.1662218952513115	6.99409208465375e-10	2.843972693922331e-7
CNAG_01569	105.28709800078572	1.211862486728475	0.3723206637315942	3.254889144702713	0.0011343663431138493	0.026980062793872474
CNAG_00827	239.30127610693484	1.1907655767881753	0.26155294777490684	4.552675039292431	5.2968057721515495e-6	5.221366417214845e-4
CNAG_06836	233.64806884133134	1.1796313566831198	0.22507636837573342	5.241027146456756	1.596852189275263e-7	2.9683200981213883e-5
CNAG_03525	143.3782722141839	1.1773776651879209	0.2921647881790388	4.029841078817557	5.581457484560066e-5	0.0031304277926334297
CNAG_00094	23.187325852093007	1.1747192582234751	0.3560461047702747	3.2993459062876656	9.691041614204153e-4	0.024343597197688114
CNAG_00765	316.92214532459695	1.1707001726768067	0.20166465153302476	5.805182830889388	6.429580575689277e-9	1.6732340490173774e-6
CNAG_01969	91.79389609119305	1.1480586266505173	0.25004664367923696	4.591377871575279	4.403292793499863e-6	4.4762223303922047e-4
CNAG_00800	129.02619874061182	1.1472104120093227	0.19394173304927734	5.915232343096758	3.3140742530308303e-9	1.0863421587810897e-6
CNAG_05727	105.20430434448275	1.127446080062183	0.22116719561198367	5.097709345829829	3.4378813118935864e-7	5.546847839750012e-5
CNAG_00726	92.44571346815732	1.0687801005942572	0.2693935378595225	3.967356118065391	7.267435948662335e-5	0.0036093082658013092
CNAG_04926	44.970973476122204	1.067497643822009	0.26965444522689846	3.9587615287549665	7.533941376261742e-5	0.0036854001950345034
CNAG_07990	30.16142806810971	1.0551720978897607	0.34966025553717295	3.017706705809988	0.0025469527494372973	0.04761630628689384
CNAG_05548	79.55400503869761	1.0382964444030034	0.28791404332470377	3.6062723179919125	3.106271585383253e-4	0.010511488120245473
CNAG_01611	95.9857460492306	0.9972158940181953	0.3051386850343154	3.268074298432695	0.0010828193590804547	0.02609193611176829
CNAG_01993	107.46025583337763	0.9935184076038047	0.25024867923384586	3.970124480359025	7.18350915146256e-5	0.0036093082658013092
CNAG_01552	390.5791313020994	0.9903914155932927	0.2090918453818647	4.736633386082272	2.1729774053781806e-6	2.570434727161899e-4
CNAG_06330	85.22777641078946	0.9834221199810067	0.2743610856943687	3.584408180526425	3.3784338745586345e-4	0.01099004539393924
CNAG_03082	198.66323176990463	0.9558810228497866	0.24644671910819246	3.878651849409063	1.0503695283018041e-4	0.004812467712064463
CNAG_01446	15608.854464711752	0.9537958158994846	0.2121750840958984	4.495324321249663	6.9463989226533e-6	6.456181627254624e-4
CNAG_02363	71.65389528174694	0.9311654015817714	0.22683984498935508	4.104946384641853	4.0440866320592336e-5	0.0025705863646918355
