gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted
CNAG_03104	188.33973901131023	-0.004214684588248248	0.00129695078284924	-3.249687377487917	0.0011553193816708131	0.0016635222252361613
CNAG_02447	234.72969217395013	-0.0042118133304493675	0.0013865860743035238	-3.037541922931069	0.002385162247464709	0.003352307388106818
CNAG_07781	239.50182975733182	-0.004205442914850369	0.0011077650862151998	-3.796330979538923	1.4685340553053112e-4	2.2685163055241408e-4
CNAG_07469	794.4958862625466	-0.004201908456289331	9.091523917428636e-4	-4.621786726243097	3.8044903529341536e-6	6.4986573410634905e-6
CNAG_05498	234.9719688504354	-0.004198817149471091	0.0010099639153430175	-4.15739323522765	3.218996301464144e-5	5.191830506723814e-5
CNAG_02846	313.11111927686983	-0.004197692456754262	0.0015886403683783158	-2.6423176323029405	0.008234079507951138	0.011025486236057272
CNAG_02153	537.714626970814	-0.004193324912949951	0.001214792749115711	-3.4518850363590126	5.566848607985314e-4	8.214895895666005e-4
CNAG_00273	97.52455257825018	-0.004181750376107983	0.0016517109828514068	-2.5317688260986677	0.011348878577469143	0.014973968887510965
CNAG_01860	267.2552596087957	-0.004180810446210119	0.001030454944484238	-4.0572472077395805	4.965451612458408e-5	7.919907027320506e-5
CNAG_05566	409.76556586260426	-0.004176415688291705	0.001083991257848048	-3.8528130721116463	1.1676853352813328e-4	1.8191478191373472e-4
CNAG_03050	184.5889306473474	-0.0041712928924598144	0.001246223636264569	-3.3471463476353636	8.164809350912259e-4	0.0011916113043199384
CNAG_01904	318.3906842889622	-0.004169377582161758	0.0010859550178434262	-3.839364903383965	1.2335298181530443e-4	1.917753389159811e-4
CNAG_05301	484.17709685196354	-0.004159618171962271	0.0012312578062437355	-3.3783486698470098	7.292255616626457e-4	0.0010679524134652512
CNAG_07375	376.9418859377494	-0.004153261834755396	0.0013308306379935166	-3.1208041926486136	0.0018035791466416303	0.002564197626849605
CNAG_03853	1617.2403989111547	-0.004147367595809221	0.001061542051013219	-3.906927277963834	9.347727208008333e-5	1.465401350541807e-4
CNAG_06920	1636.5045060893003	-0.004145251009150663	0.0016536865085563202	-2.5066728111421166	0.012187346664162399	0.016045843068636465
CNAG_05852	473.88304861122856	-0.004131301159438995	0.0012448631950391427	-3.3186788523449704	9.044438172896431e-4	0.0013137541579608682
CNAG_03314	416.4586765702606	-0.004126653611057709	0.0010778842930247372	-3.828475503133622	1.2893946190042007e-4	2.0013865547562336e-4
CNAG_05596	1462.591057427484	-0.00412513659631205	0.0010711599092708712	-3.8510931566884286	1.1759175447525006e-4	1.8311295990323175e-4
CNAG_05390	335.90594843279644	-0.004117905289833448	0.0012167945034036033	-3.3842241054795132	7.137971561738251e-4	0.001046716852768119
CNAG_02708	286.971180742403	-0.004116880503860032	0.0012438477311600082	-3.3097946000356835	9.336445712299015e-4	0.0013538446568670194
CNAG_03839	780.1160819050488	-0.004108790967392989	0.001108830362167896	-3.705518091477772	2.1095907038327558e-4	3.217648940967634e-4
CNAG_06186	443.04442743856436	-0.004106796622125707	0.0011182069338529447	-3.672662454323317	2.4003645754067085e-4	3.64471874263954e-4
CNAG_04803	380.3586909221382	-0.004104505680087334	0.0010679792793250645	-3.843244676695672	1.2141830936491157e-4	1.889411870200073e-4
CNAG_06376	199.410094962328	-0.004094253619246279	0.0015072767448726986	-2.716325076449097	0.006601106754269938	0.008914788083710658
