"","x"
"1","CNAG_00765"
"2","CNAG_01275"
"3","CNAG_01551"
"4","CNAG_01936"
"5","CNAG_02225"
"6","CNAG_02226"
"7","CNAG_02553"
"8","CNAG_03433"
"9","CNAG_04025"
"10","CNAG_06568"
"11","CNAG_06836"
