Condition_Time	gene	geneName	baseMean	log2FC	stderror	padj
RS_30	CNAG_00036	SEC14-2	430.39	-0.30263	0.21821	0.35121
RS_30	CNAG_00038	CNAG_00038	289.96	-0.40433	0.18039	0.10202
RS_30	CNAG_00039	ZFC6	186.22	0.75537	0.30208	0.063325
RS_30	CNAG_00040	ERG11	400.6	-0.2338	0.11643	0.15122
RS_30	CNAG_00043	CNAG_00043	249.94	0.92845	0.32205	0.027839
RS_30	CNAG_00044	CNAG_00044	191.23	0.067428	0.22135	0.87299
RS_30	CNAG_00045	CNAG_00045	360.19	-0.054439	0.15518	0.85222
RS_30	CNAG_00046	CNAG_00046	497.54	-0.16675	0.13188	0.40491
RS_30	CNAG_00047	PKP1	520.21	0.098808000000000007	0.19632	0.77413
RS_30	CNAG_00048	CNAG_00048	59.287	-0.22662	0.20387	0.47675
RS_30	CNAG_00049	CNAG_00049	42.497	0.2638	0.239	0.47962
RS_30	CNAG_00050	CNAG_00050	109.49	-0.15245	0.18275	0.6122
RS_30	CNAG_00051	SNT1	688.78	0.063619	0.13709	0.79375
RS_30	CNAG_00052	CNAG_00052	2725.4	-0.0010635	0.28802	0.99808
RS_30	CNAG_00053	CNAG_00053	17.229	0.38875	0.37594	0.51484
RS_30	CNAG_00054	CNAG_00054	344.16	0.30466	0.17927	0.23726
RS_30	CNAG_00055	CNAG_00055	440.16	-0.59543	0.15033	0.0015684
RS_30	CNAG_00056	CNAG_00056	102.65	0.3097	0.37961	0.62167
RS_30	CNAG_00057	FPP1	946.28	-0.19584	0.16325	0.43474
RS_30	CNAG_00058	CNAG_00058	511.48	0.19136	0.19608	0.54301
RS_30	CNAG_00059	CNAG_00059	96.078	0.068814	0.17564	0.83257
RS_30	CNAG_00060	CNAG_00060	468.94	0.40202	0.13328	0.020646
RS_30	CNAG_00061	CIT1	2089.9	0.54858	0.21209	0.053041
RS_30	CNAG_00062	CNAG_00062	296.31	-0.36569	0.18473	0.15791
RS_30	CNAG_00063	CSE4	28.172	0.94834	0.56698	0.2461
RS_30	CNAG_00064	CNAG_00064	334.48	-0.27404	0.20648	0.37512
RS_30	CNAG_00065	CNAG_00065	965.76	-0.024753	0.11081	0.91046
RS_30	CNAG_00066	CNAG_00066	350.53	-0.14191	0.13051	0.48759
RS_30	CNAG_00067	SSS1	755.58	0.16009	0.13513	0.4427
RS_30	CNAG_00068	CNAG_00068	132.51	0.26651	0.21514	0.4168
RS_30	CNAG_00069	CNAG_00069	10.608	-0.81359	0.37966	0.12096
RS_30	CNAG_00070	CNAG_00070	1280.9	-0.7315	0.15095	6.5752e-5
RS_30	CNAG_00072	CNAG_00072	503.04	0.23132	0.27784	0.61263
RS_30	CNAG_00073	CNAG_00073	242.5	0.19348	0.23673	0.62092
RS_30	CNAG_00074	CNAG_00074	737.95	0.60587	0.18223	0.0098075
RS_30	CNAG_00075	CNAG_00075	222.2	1.2412	0.30005	8.8515e-4
RS_30	CNAG_00076	NDX6	130.41	0.72051	0.26615	0.041285
RS_30	CNAG_00077	CNAG_00077	1224.3	-0.098864	0.17707	0.74682
RS_30	CNAG_00078	CNAG_00078	126.77	0.2958	0.16583	0.21063
RS_30	CNAG_00079	CNAG_00079	546.98	0.2686	0.28915	0.56796
RS_30	CNAG_00080	CNAG_00080	144.12	0.16826	0.13769	0.42334
RS_30	CNAG_00081	CNAG_00081	961.26	-0.20877	0.1323	0.27861
RS_30	CNAG_00082	CNAG_00082	235.1	0.28698	0.18603	0.29182
RS_30	CNAG_00083	CCC1	252.23	0.61099	0.2057	0.023015
RS_30	CNAG_00084	CNAG_00084	572.72	-0.1265	0.15075	0.60988
RS_30	CNAG_00085	CNAG_00085	204.53	0.081733	0.13632	0.7282
RS_30	CNAG_00086	CNAG_00086	307.37	0.061278	0.16017	0.83733
RS_30	CNAG_00087	CNAG_00087	166.45	0.64329	0.21726	0.023453
RS_30	CNAG_00088	CNAG_00088	354.1	0.043679	0.14693	0.87648
RS_30	CNAG_00089	CNAG_00089	323.51	0.20321	0.10549	0.17215
RS_30	CNAG_00090	CNAG_00090	466.43	0.0028925	0.11963	0.9913
RS_30	CNAG_00091	CNAG_00091	1370.4	-0.25645	0.2242	0.46095
RS_30	CNAG_00092	CNAG_00092	557.86	-0.38468	0.12986	0.023402
RS_30	CNAG_00093	CNAG_00093	821.48	0.18039	0.22683	0.63281
RS_30	CNAG_00094	CNAG_00094	14.863	0.46045	0.40644	0.4667
RS_30	CNAG_00095	CNAG_00095	458.26	0.046792	0.12663	0.84384
RS_30	CNAG_00096	CNAG_00096	69.954	0.33586	0.29615	0.46611
RS_30	CNAG_00097	ITR1	105.7	-0.12226	0.20216	0.72487
RS_30	CNAG_00098	CNAG_00098	107.07	0.79187	0.3655	0.11615
RS_30	CNAG_00099	CNAG_00099	192.53	0.87947	0.1302	5.2153e-9
RS_30	CNAG_00100	CNAG_00100	2743.1	-0.95646	0.17385	4.3970000000000004e-06
RS_30	CNAG_00101	KEI1	173.19	-0.097565	0.12952	0.65365
RS_30	CNAG_00104	CNAG_00104	5418.9	0.2552	0.16612	0.29408
RS_30	CNAG_00106	TCO5	514.93	0.49319	0.23854	0.1367
RS_30	CNAG_00107	CNAG_00107	185.39	1.2668	0.42007	0.020661
RS_30	CNAG_00108	CNAG_00108	460.61	-0.52852	0.24544	0.11922
RS_30	CNAG_00109	CNAG_00109	637.4	-0.41892	0.16231	0.053638
RS_30	CNAG_00110	HPI3	10.501	1.8012	1.0518	0.23317
RS_30	CNAG_00111	CNAG_00111	540.43	-0.0022454	0.096812	0.99157
RS_30	CNAG_00115	CNAG_00115	251.19	0.091925	0.21945	0.81825
RS_30	CNAG_00116	CNAG_00116	4504.1	-0.1743	0.14151	0.41915
RS_30	CNAG_00117	ERG24	397.77	0.067193	0.1278	0.76199
RS_30	CNAG_00118	CNAG_00118	107.73	-0.11659	0.19722	0.73278
RS_30	CNAG_00119	CNAG_00119	146.87	-0.07259	0.18877	0.83648
RS_30	CNAG_00120	CNAG_00120	504.84	-0.55869	0.18632	0.021574
RS_30	CNAG_00121	CNAG_00121	461	0.64691	0.19552	0.010233
RS_30	CNAG_00122	CNAG_00122	23.721	0.39969	0.3844	0.5117
RS_30	CNAG_00123	CNAG_00123	170.26	-0.47893	0.1822	0.048504
RS_30	CNAG_00124	CAS32	393.37	-0.054317	0.13124	0.8211
RS_30	CNAG_00125	CRG1	47.932	-0.42451	0.19477	0.1135
RS_30	CNAG_00126	CNAG_00126	361.84	0.65214	0.2946	0.10708
RS_30	CNAG_00127	CNAG_00127	61.734	-0.42165	0.33517	0.40768
RS_30	CNAG_00128	CNAG_00128	11.911	0.53045	0.8278	0.70633
RS_30	CNAG_00129	CNAG_00129	100.55	0.22253	0.25236	0.5896
RS_30	CNAG_00130	RCK2	939.62	0.66301	0.18984	0.0064293
RS_30	CNAG_00131	CNAG_00131	133.66	1.4257	0.42593	0.0093487
RS_30	CNAG_00132	CNAG_00132	158.84	-0.28049	0.23776	0.44475
RS_30	CNAG_00133	CNAG_00133	144.2	1.4605	0.40679	0.0050435
RS_30	CNAG_00134	CNAG_00134	211.36	-0.096522	0.18185	0.75963
RS_30	CNAG_00135	CNAG_00135	111.73	-0.65733	0.26943	0.071061
RS_30	CNAG_00136	CNAG_00136	943.27	-0.63751	0.10659	3.6648e-7
RS_30	CNAG_00137	CNAG_00137	331.87	0.013334	0.15675	0.96952
RS_30	CNAG_00138	CNAG_00138	223.84	-0.036763	0.16474	0.91046
RS_30	CNAG_00139	CNAG_00139	862.64	0.14107	0.19208	0.66225
RS_30	CNAG_00140	CNAG_00140	1842.1	-0.068541	0.13718	0.77601
RS_30	CNAG_00141	CNAG_00141	29.724	0.45267	0.27662	0.25915
RS_30	CNAG_00142	CNAG_00142	1510.4	0.41195	0.15467	0.045356
RS_30	CNAG_00143	CNAG_00143	627.67	-0.37728	0.11903	0.014627
RS_30	CNAG_00144	CNAG_00144	41.19	-0.066898	0.30908	0.91323
RS_30	CNAG_00145	CNAG_00145	74.288	0.84671	0.27605	0.018225
RS_30	CNAG_00146	PBY101	531.61	0.82397	0.43613	0.1813
RS_30	CNAG_00147	CNAG_00147	3869.3	-0.22902	0.12138	0.18202
RS_30	CNAG_00148	CNAG_00148	245.83	0.41873	0.20724	0.14831
RS_30	CNAG_00149	CNAG_00149	4792.5	0.14344	0.14564	0.53844
RS_30	CNAG_00150	PQP1	73.481	0.14989	0.20333	0.661
RS_30	CNAG_00151	CNAG_00151	887.56	0.020817	0.14947	0.94737
RS_30	CNAG_00152	CNAG_00152	387.16	0.17335	0.1653	0.50655
RS_30	CNAG_00153	CNAG_00153	127.71	0.19063	0.12527	0.29921
RS_30	CNAG_00154	CNAG_00154	111.58	0.36745	0.28128	0.38576
RS_30	CNAG_00155	CNAG_00155	1.1148	1.1956	1.8483	0.70331
RS_30	CNAG_00156	SP1	1375.9	-0.073992	0.11198	0.69788
RS_30	CNAG_00157	CNAG_00157	710	0.028237	0.14883	0.92613
RS_30	CNAG_00158	HOC3	156.65	-0.24699	0.13941	0.21418
RS_30	CNAG_00159	CNAG_00159	173.73	-0.21144	0.1712	0.41788
RS_30	CNAG_00160	CNAG_00160	73.443	-0.22995	0.19945	0.45688
RS_30	CNAG_00161	CNAG_00161	258.38	-1.2136	0.17995	5.2153e-9
RS_30	CNAG_00162	AOX1	12761	-0.12806	0.1819	0.67809
RS_30	CNAG_00163	CNAG_00163	1814.2	-0.12577	0.13016	0.54806
RS_30	CNAG_00164	CNAG_00164	217.8	-0.097855	0.34942	0.88398
RS_30	CNAG_00165	CNAG_00165	992.98	0.33233	0.1686	0.16041
RS_30	CNAG_00166	CNAG_00166	711.88	0.33437	0.16334	0.14152
RS_30	CNAG_00167	CNAG_00167	104.16	-0.78966	0.23155	0.0079739
RS_30	CNAG_00171	CNAG_00171	35.789	0.47569	0.32453	0.32159
RS_30	CNAG_00172	CNAG_00172	55.163	0.87782	0.29733	0.023926
RS_30	CNAG_00173	CNAG_00173	267.94	-0.38272	0.24673	0.28864
RS_30	CNAG_00174	CNAG_00174	195.36	0.88802	0.28027	0.014639
RS_30	CNAG_00175	CNAG_00175	207.88	0.97255	0.32423	0.021523
RS_30	CNAG_00176	CNAG_00176	351.76	0.70201	0.22325	0.015353
RS_30	CNAG_00177	CNAG_00177	2.8088	0.23175	0.73506	0.86753
RS_30	CNAG_00178	CNAG_00178	464.22	-0.17035	0.18924	0.58094
RS_30	CNAG_00179	GPA2	33.789	-0.41257	0.22947	0.20738
RS_30	CNAG_00180	CNAG_00180	201.09	0.62858	0.38684	0.2626
RS_30	CNAG_00181	FYV10	185.74	-0.30539	0.20984	0.32503
RS_30	CNAG_00182	VPS29	166.85	-0.17708	0.25638	0.68509
RS_30	CNAG_00183	CNAG_00183	868.26	-0.3622	0.21814	0.25079
RS_30	CNAG_00184	CNAG_00184	496.59	0.13929	0.089604	0.28779
RS_30	CNAG_00185	CNAG_00185	273.44	-0.26865	0.12791	0.12994
RS_30	CNAG_00186	CNAG_00186	203.16	0.12569	0.17629	0.67327
RS_30	CNAG_00187	UBP16	280.99	0.55087	0.19425	0.030776
RS_30	CNAG_00188	CNAG_00188	276.49	-0.1165	0.13719	0.60458
RS_30	CNAG_00189	CNAG_00189	114.52	-0.1494	0.19736	0.65182
RS_30	CNAG_00190	CNAG_00190	744.79	-0.53062	0.2358	0.10013
RS_30	CNAG_00191	CNAG_00191	192.91	0.036714	0.13015	0.88351
RS_30	CNAG_00192	CNAG_00192	297.3	0.91313	0.19495	1.256e-4
RS_30	CNAG_00193	GAT1	928.97	0.074459	0.22933	0.86298
RS_30	CNAG_00194	CNAG_00194	1260.2	-0.29047	0.15159	0.17499
RS_30	CNAG_00195	CNAG_00195	513.39	0.11208	0.15026	0.65712
RS_30	CNAG_00229	CNAG_00229	50.144	-0.83516	0.32481	0.054594
RS_30	CNAG_00231	CNAG_00231	266.21	-0.45144	0.1437	0.015455
RS_30	CNAG_00232	RPL30	5180.2	0.27142	0.14671	0.1924
RS_30	CNAG_00233	CNAG_00233	1618.1	-0.17814	0.099002	0.20731
RS_30	CNAG_00234	CNAG_00234	157.38	-0.036978	0.13164	0.88364
RS_30	CNAG_00235	AMT1	924.53	0.1237	0.22231	0.74763
RS_30	CNAG_00236	CNAG_00236	266.12	0.66518	0.18413	0.004748
RS_30	CNAG_00237	CNAG_00237	4521.3	-0.26565	0.14562	0.19932
RS_30	CNAG_00238	CNAG_00238	1692.6	-0.15493	0.14869	0.51039
RS_30	CNAG_00239	YAP1	458.3	-0.024458	0.17508	0.94737
RS_30	CNAG_00240	CNAG_00240	338.97	0.35283	0.15625	0.098594
RS_30	CNAG_00241	CNAG_00241	202.68	0.1127	0.14456	0.64133
RS_30	CNAG_00242	CNAG_00242	17.568	0.253	0.34519	0.6626
RS_30	CNAG_00243	CNAG_00243	219.04	-0.26177	0.13317	0.16183
RS_30	CNAG_00246	CNAG_00246	223.94	-0.28413	0.19085	0.31312
RS_30	CNAG_00247	LYS9	131.99	0.59508	0.31947	0.18843
RS_30	CNAG_00248	CNAG_00248	101.15	-0.094606	0.17184	0.75043
RS_30	CNAG_00249	CNAG_00249	176.25	-0.042565	0.16049	0.89033
RS_30	CNAG_00250	CNAG_00250	222.58	-0.12538	0.24585	0.77175
RS_30	CNAG_00251	CNAG_00251	73.017	0.21387	0.22545	0.55823
RS_30	CNAG_00252	CNAG_00252	233.56	0.022728	0.13243	0.9344
RS_30	CNAG_00253	CNAG_00253	88.405	0.23151	0.40231	0.73898
RS_30	CNAG_00254	CNAG_00254	527.19	0.59048	0.19697	0.02159
RS_30	CNAG_00255	CNAG_00255	335.33	-0.33765	0.12767	0.046983
RS_30	CNAG_00256	CNAG_00256	609.84	-0.08362	0.15226	0.75078
RS_30	CNAG_00257	CNAG_00257	186.03	0.76236	0.19242	0.0015684
RS_30	CNAG_00258	CNAG_00258	108.95	0.12179	0.20693	0.73394
RS_30	CNAG_00259	CNAG_00259	673.14	0.062873	0.11838	0.75957
RS_30	CNAG_00260	CNAG_00260	540.5	-0.14716	0.14005	0.50544
RS_30	CNAG_00261	CNAG_00261	2131.7	0.67297	0.10739	7.1571e-8
RS_30	CNAG_00262	CNAG_00262	231.7	0.087413	0.16258	0.75597
RS_30	CNAG_00263	PTP4	285.95	0.087198	0.13386	0.70169
RS_30	CNAG_00264	CNAG_00264	1228.9	0.79068	0.15081	1.4107e-5
RS_30	CNAG_00265	IDI1	1116.2	-0.049237	0.14914	0.86068
RS_30	CNAG_00266	YFH7	135.89	0.0044035	0.22004	0.99227
RS_30	CNAG_00267	CNAG_00267	83.13	-0.16743	0.22774	0.66199
RS_30	CNAG_00268	ILV2	1581.5	-0.045503	0.16991	0.88927
RS_30	CNAG_00269	CNAG_00269	21.626	-2.2325	0.56253	0.001535
RS_30	CNAG_00270	CNAG_00270	1509.3	-0.20341	0.12416	0.25855
RS_30	CNAG_00271	CNAG_00271	208.59	0.095303	0.13235	0.66919
RS_30	CNAG_00272	CNAG_00272	254.56	0.020111	0.13991	0.94589
RS_30	CNAG_00273	CNAG_00273	71.957	-0.22687	0.20337	0.47476
RS_30	CNAG_00274	CNAG_00274	109.09	-0.4684	0.2043	0.092828
RS_30	CNAG_00275	CNAG_00275	45.344	-0.40731	0.25695	0.27632
RS_30	CNAG_00276	CNAG_00276	163.31	-0.43434	0.20715	0.13043
RS_30	CNAG_00277	CNAG_00277	169.81	0.18087	0.12637	0.33417
RS_30	CNAG_00278	CNAG_00278	273.83	-0.40482	0.15383	0.048195
RS_30	CNAG_00279	CNAG_00279	216.39	-0.13185	0.21464	0.71941
RS_30	CNAG_00280	CNAG_00280	709.95	-0.26844	0.13352	0.15062999999999999
RS_30	CNAG_00283	CNAG_00283	169.76	0.3337	0.18216	0.19769
RS_30	CNAG_00284	CNAG_00284	316.6	-0.28671	0.11656999999999999	0.068575
RS_30	CNAG_00285	CNAG_00285	169.96	-0.072291	0.31126	0.90608
RS_30	CNAG_00286	NAB2	555.9	0.075164	0.11563	0.70224
RS_30	CNAG_00287	CNAG_00287	1487.1	-0.91674	0.18596	4.9865e-5
RS_30	CNAG_00288	CNAG_00288	208.22	0.04528	0.15906	0.88199
RS_30	CNAG_00289	CNAG_00289	201.84	-0.055155	0.20139	0.88702
RS_30	CNAG_00290	CNAG_00290	329.78	0.078032	0.1872	0.81991
RS_30	CNAG_00291	CNAG_00291	30.141	0.81039	0.33345	0.072369
RS_30	CNAG_00292	CNAG_00292	2250.5	0.047791	0.096917	0.78006
RS_30	CNAG_00293	RAS1	579.72	-0.19975	0.12515	0.27221
RS_30	CNAG_00294	CNAG_00294	322.42	0.073944	0.12621	0.73539
RS_30	CNAG_00295	CNAG_00295	4.061	0.72076	0.47894	0.30607
RS_30	CNAG_00299	CNAG_00299	217.52	0.69563	0.16108	4.6964e-4
RS_30	CNAG_00300	CNAG_00300	294.71	0.23589	0.1443	0.25968
RS_30	CNAG_00301	CNAG_00301	637.62	0.16654	0.22917	0.66576
RS_30	CNAG_00302	CNAG_00302	49.056	2.6983	0.51751	1.553e-5
RS_30	CNAG_00303	CNAG_00303	20.692	0.31122	0.26404	0.44483
RS_30	CNAG_00304	CNAG_00304	208.81	0.2468	0.14696	0.24339
RS_30	CNAG_00305	CNAG_00305	2382.3	-0.9059	0.15304	4.8673e-7
RS_30	CNAG_00306	MTN2	39.33	1.1689	0.39217	0.022359
RS_30	CNAG_00307	CNAG_00307	1339.6	-0.0097306	0.13299	0.97293
RS_30	CNAG_00308	CNAG_00308	82.092	0.52285	0.26545	0.16077
RS_30	CNAG_00309	CNAG_00309	196.1	0.47511	0.1289	0.0038537
RS_30	CNAG_00310	CNAG_00310	164.12	0.10682	0.16214	0.6989
RS_30	CNAG_00311	CNAG_00311	547.85	0.40765	0.13412	0.019506
RS_30	CNAG_00312	CNAG_00312	138.61	-0.23984	0.17752	0.36566
RS_30	CNAG_00313	CNAG_00313	130.68	-0.098266	0.12699	0.64319
RS_30	CNAG_00314	CNAG_00314	101.77	0.15453	0.28773	0.75612
RS_30	CNAG_00315	CNAG_00315	400.33	-0.59624	0.3541	0.24255
RS_30	CNAG_00316	HAM1	223.59	-0.27874	0.13093	0.12403
RS_30	CNAG_00317	CNAG_00317	508.92	0.42704	0.1922	0.10527
RS_30	CNAG_00318	CNAG_00318	618.47	-0.38853	0.22091	0.21864
RS_30	CNAG_00319	CNAG_00319	428.61	0.48482	0.13805	0.006199
RS_30	CNAG_00320	CNAG_00320	142.72	0.11225	0.12032	0.56642
RS_30	CNAG_00321	CNAG_00321	58.231	0.47598	0.78687	0.72487
RS_30	CNAG_00322	CNAG_00322	213.64	-0.010132	0.20161	0.98089
RS_30	CNAG_00323	CNAG_00323	2.1248	0.051964	1.0814	0.98194
RS_30	CNAG_00326	CNAG_00326	1034	0.19007	0.12217	0.28713
RS_30	CNAG_00327	CNAG_00327	55.367	0.29158	0.26304	0.47812
RS_30	CNAG_00328	CNAG_00328	260.13	1.3761	0.25396	6.684e-6
RS_30	CNAG_00329	CNAG_00329	584.88	-0.0057565	0.21079	0.99054
RS_30	CNAG_00330	CNAG_00330	670.86	0.040025	0.15532	0.89447
RS_30	CNAG_00331	CNAG_00331	135.63	-0.37761	0.20484	0.19407
RS_30	CNAG_00332	SIP4	497.04	-0.12871	0.16225	0.63385
RS_30	CNAG_00333	CNAG_00333	30.766	-0.34946	0.31283	0.47419
RS_30	CNAG_00334	CNAG_00334	18024	-0.055124	0.14609	0.84034
RS_30	CNAG_00335	CNAG_00335	330.56	0.59694	0.12983	1.6439e-4
RS_30	CNAG_00337	CNAG_00337	1037.3	-0.53587	0.12968	8.9521e-4
RS_30	CNAG_00342	CNAG_00342	454.06	0.10608	0.12658	0.61048
RS_30	CNAG_00343	CNAG_00343	57.656	-0.24931	0.30195	0.61662
RS_30	CNAG_00344	CNAG_00344	79.843	0.027715	0.17791	0.94024
RS_30	CNAG_00345	CNAG_00345	397.71	0.0037678	0.17132	0.99157
RS_30	CNAG_00346	CNAG_00346	128.11	-0.18382	0.25058	0.66228
RS_30	CNAG_00347	CNAG_00347	235.15	-0.2275	0.22627	0.52835
RS_30	CNAG_00348	CNAG_00348	606.66	-0.42947	0.15475	0.03539
RS_30	CNAG_00349	CNAG_00349	451.57	-0.27985	0.20411	0.35751
RS_30	CNAG_00351	CNAG_00351	224.49	0.10497	0.13901	0.65257
RS_30	CNAG_00352	CNAG_00352	379.41	-0.30603	0.1818	0.24263
RS_30	CNAG_00353	LPI16	150.13	-0.16296	0.17792	0.57408
RS_30	CNAG_00354	CNAG_00354	1044.5	-0.118	0.10331	0.46158
RS_30	CNAG_00355	CNAG_00355	1087.9	0.34166	0.14004	0.071061
RS_30	CNAG_00356	CNAG_00356	301.74	0.16197	0.18286	0.5879
RS_30	CNAG_00357	CNAG_00357	250.06	-0.41831	0.13005	0.012974
RS_30	CNAG_00358	CNAG_00358	295.5	-0.2961	0.12222	0.07338
RS_30	CNAG_00359	CNAG_00359	385.34	-0.34733	0.14149	0.069186
RS_30	CNAG_00360	CNAG_00360	778.39	0.016418	0.20207	0.97044
RS_30	CNAG_00361	RVS167	573.7	-0.72235	0.18187	0.0015257
RS_30	CNAG_00362	CNAG_00362	222.62	-0.031138	0.13653	0.90764
RS_30	CNAG_00363	TCO6	744.31	0.10085	0.15083	0.69403
RS_30	CNAG_00364	CNAG_00364	226.55	0.11376	0.14207	0.63087
RS_30	CNAG_00365	CNAG_00365	264.61	-0.34982	0.13122	0.0451
RS_30	CNAG_00366	CNAG_00366	21.469	1.1663	0.44375	0.048518
RS_30	CNAG_00367	DYN5	130.29	-0.17596	0.19796	0.58611
RS_30	CNAG_00368	CNAG_00368	124.38	0.22134	0.19801	0.47384
RS_30	CNAG_00369	CNAG_00369	263.63	-0.44989	0.14154	0.014381
RS_30	CNAG_00370	UBI1	4869.1	0.07555	0.16201	0.7934
RS_30	CNAG_00371	CNAG_00371	56.971	0.38251	0.25777	0.31499
RS_30	CNAG_00372	CNAG_00372	332.56	0.72369000000000006	0.18975	0.0026049
RS_30	CNAG_00373	CNAG_00373	81.692	-0.39897	0.27031	0.31792
RS_30	CNAG_00374	CNAG_00374	917.29	0.42304	0.18935	0.10312
RS_30	CNAG_00375	GCN5	319.41	0.11095	0.12259	0.57922
RS_30	CNAG_00377	CNAG_00377	431.54	0.52205	0.17787	0.02486
RS_30	CNAG_00378	CNAG_00378	308.35	0.50546	0.32658	0.29002
RS_30	CNAG_00383	APT3	327.17	-0.009369	0.12745	0.97293
RS_30	CNAG_00384	CNAG_00384	12.38	1.797	1.014	0.21417
RS_30	CNAG_00385	CNAG_00385	598.37	-0.54296	0.16532	0.010854
RS_30	CNAG_00386	CNAG_00386	736.21	0.20608	0.19867	0.5133
RS_30	CNAG_00387	LPI13	268.52	-0.10354	0.11438	0.57922
RS_30	CNAG_00388	CNAG_00388	535.55	0.1003	0.12464	0.62881
RS_30	CNAG_00389	CNAG_00389	223.32	-0.35086	0.1522	0.090823
RS_30	CNAG_00390	YMR1	82.559	-0.26461	0.20423	0.39013
RS_30	CNAG_00391	CNAG_00391	255.18	0.51116	0.31497000000000003	0.26321
RS_30	CNAG_00392	CNAG_00392	64.308	0.40237	0.25667	0.28245
RS_30	CNAG_00393	CNAG_00393	759.36	0.13053	0.47705	0.88704
RS_30	CNAG_00394	CNAG_00394	1652.4	-0.017288	0.19618	0.96851
RS_30	CNAG_00395	CNAG_00395	224.93	-0.062416	0.13995	0.80301
RS_30	CNAG_00396	PKA1	308.05	-5.4487e-4	0.13361	0.99797
RS_30	CNAG_00397	CNAG_00397	179.53	0.95795	0.45833	0.1318
RS_30	CNAG_00398	CNAG_00398	505.25	0.051651	0.17217	0.87543
RS_30	CNAG_00399	CNAG_00399	760.18	-0.60878	0.15859	0.0023964
RS_30	CNAG_00400	CNAG_00400	668.1	-0.86066	0.18516	1.4378e-4
RS_30	CNAG_00401	CNAG_00401	212.79	-0.073041	0.15191	0.78633
RS_30	CNAG_00402	CNAG_00402	979.42	0.34092	0.21078	0.26492
RS_30	CNAG_00403	CNAG_00403	71.623	0.55652	0.29443	0.18115
RS_30	CNAG_00404	CNAG_00404	334.16	-0.12064	0.22286	0.75402
RS_30	CNAG_00405	KIC1	135.84	-0.20694	0.16827	0.42015
RS_30	CNAG_00406	CNAG_00406	76.086	-0.23406	0.19822	0.44454
RS_30	CNAG_00407	CNAG_00407	989.7	1.0425	0.20443	2.3793e-5
RS_30	CNAG_00408	PPH3	1446.1	0.22165	0.17366	0.39915
RS_30	CNAG_00409	CNAG_00409	105.36	1.2763	0.24813	2.0318e-5
RS_30	CNAG_00410	CNAG_00410	366.46	-0.26997	0.11733	0.091616
RS_30	CNAG_00411	CNAG_00411	338.7	-0.057754	0.12747	0.7992
RS_30	CNAG_00413	OFD1	971.68	-0.064426	0.11432	0.74437
RS_30	CNAG_00414	MAK32	86.901	-0.48252	0.20247	0.078501
RS_30	CNAG_00415	CDC2801	128.37	0.061814	0.14373	0.81283
