Condition_Time	gene	geneName	baseMean	log2FC	stderror	padj
RS_120	CNAG_00076	NDX6	130.41	0.10618	0.16041	0.68792
RS_120	CNAG_00077	CNAG_00077	1224.3	-0.5427	0.17876	0.021052
RS_120	CNAG_00078	CNAG_00078	126.77	-0.17848	0.1605	0.46854
RS_120	CNAG_00079	CNAG_00079	546.98	-0.46547	0.28944	0.26892
RS_120	CNAG_00080	CNAG_00080	144.12	0.60463	0.19501	0.017998
RS_120	CNAG_00081	CNAG_00081	961.26	0.16468	0.13486	0.41801
RS_120	CNAG_00082	CNAG_00082	235.1	0.21349	0.18295	0.44221
RS_120	CNAG_00083	CCC1	252.23	0.45986	0.20636	0.10643
RS_120	CNAG_00084	CNAG_00084	572.72	0.0073235	0.15398	0.97975
RS_120	CNAG_00085	CNAG_00085	204.53	0.30573	0.13686	0.10548
RS_120	CNAG_00086	CNAG_00086	307.37	-0.1967	0.16681000000000001	0.4367
RS_120	CNAG_00087	CNAG_00087	166.45	0.2022	0.15065	0.36516
RS_120	CNAG_00088	CNAG_00088	354.1	-0.21272	0.13967	0.29879
RS_120	CNAG_00089	CNAG_00089	323.51	-0.0023961	0.10956	0.99161
RS_120	CNAG_00090	CNAG_00090	466.43	0.24447	0.1273	0.17484
RS_120	CNAG_00091	CNAG_00091	1370.4	0.49257	0.20884	0.084299
RS_120	CNAG_00092	CNAG_00092	557.86	-0.13083	0.11971	0.47839
RS_120	CNAG_00093	CNAG_00093	821.48	0.16452	0.20778	0.62501
RS_120	CNAG_00094	CNAG_00094	14.863	-0.75364	0.36578	0.13921
RS_120	CNAG_00095	CNAG_00095	458.26	-0.33282	0.13445	0.068195
RS_120	CNAG_00096	CNAG_00096	69.954	-0.90711	0.23812	0.0023796
RS_120	CNAG_00097	ITR1	105.7	-0.40051	0.19404	0.13854
RS_120	CNAG_00098	CNAG_00098	107.07	0.85309	0.3928	0.11634
RS_120	CNAG_00099	CNAG_00099	192.53	-0.027528	0.12615	0.90463
RS_120	CNAG_00100	CNAG_00100	2743.1	0.10142	0.17271	0.72409
RS_120	CNAG_00101	KEI1	173.19	-0.072429	0.1161	0.70358
RS_120	CNAG_00104	CNAG_00104	5418.9	0.40992	0.16677	0.070443
RS_120	CNAG_00106	TCO5	514.93	0.60312	0.24128	0.064813
RS_120	CNAG_00107	CNAG_00107	185.39	1.79	0.26945	3.5886e-9
RS_120	CNAG_00108	CNAG_00108	460.61	-0.62617	0.24504	0.058346
RS_120	CNAG_00109	CNAG_00109	637.4	-0.46386	0.16267	0.03174
RS_120	CNAG_00110	HPI3	10.501	3.1141	1.0863	0.030701
RS_120	CNAG_00111	CNAG_00111	540.43	0.087369	0.098011	0.5739
RS_120	CNAG_00115	CNAG_00115	251.19	0.30833	0.21544	0.33126
RS_120	CNAG_00116	CNAG_00116	4504.1	-0.11473	0.14131	0.61396
RS_120	CNAG_00117	ERG24	397.77	0.045608	0.12452	0.83787
RS_120	CNAG_00118	CNAG_00118	107.73	-0.27462	0.15473	0.21513
RS_120	CNAG_00119	CNAG_00119	146.87	-0.53834	0.16375	0.011234
RS_120	CNAG_00120	CNAG_00120	504.84	-0.46289	0.18602	0.066352
RS_120	CNAG_00121	CNAG_00121	461	0.23027	0.18911	0.41943
RS_120	CNAG_00122	CNAG_00122	23.721	0.69435	0.55096	0.39949
RS_120	CNAG_00123	CNAG_00123	170.26	1.0413	0.20281	1.3722e-5
RS_120	CNAG_00124	CAS32	393.37	-0.033679	0.13323	0.88875
RS_120	CNAG_00125	CRG1	47.932	-0.1354	0.19741	0.67769
RS_120	CNAG_00126	CNAG_00126	361.84	1.3729	0.29322	9.3468e-5
RS_120	CNAG_00127	CNAG_00127	61.734	0.083426	0.26152	0.85934
RS_120	CNAG_00128	CNAG_00128	11.911	1.3321	0.47886	0.036976
RS_120	CNAG_00129	CNAG_00129	100.55	-0.40716	0.16929	0.077929
RS_120	CNAG_00130	RCK2	939.62	0.56312	0.17584	0.013842
RS_120	CNAG_00131	CNAG_00131	133.66	-0.10685	0.41835	0.88813
RS_120	CNAG_00132	CNAG_00132	158.84	0.54235	0.22174	0.071751
RS_120	CNAG_00133	CNAG_00133	144.2	0.86519	0.39831	0.11634
RS_120	CNAG_00134	CNAG_00134	211.36	0.16868	0.14196	0.43312
RS_120	CNAG_00135	CNAG_00135	111.73	-0.64887	0.21512	0.022141
RS_120	CNAG_00136	CNAG_00136	943.27	0.090127	0.095444	0.54666
RS_120	CNAG_00137	CNAG_00137	331.87	0.47997	0.15671	0.019727
RS_120	CNAG_00138	CNAG_00138	223.84	0.19131	0.14815	0.38629
RS_120	CNAG_00139	CNAG_00139	862.64	-0.017111	0.19725	0.96208
RS_120	CNAG_00140	CNAG_00140	1842.1	-0.074317	0.13735	0.74758
RS_120	CNAG_00141	CNAG_00141	29.724	-0.034069	0.22806	0.93516
RS_120	CNAG_00142	CNAG_00142	1510.4	0.47993	0.15675	0.019743
RS_120	CNAG_00143	CNAG_00143	627.67	0.16741	0.12296	0.35742
RS_120	CNAG_00144	CNAG_00144	41.19	-0.1384	0.22476	0.7085
RS_120	CNAG_00145	CNAG_00145	74.288	-0.34915	0.17882	0.1656
RS_120	CNAG_00146	PBY101	531.61	0.67407	0.43431	0.28678
RS_120	CNAG_00147	CNAG_00147	3869.3	-0.084536	0.1222	0.6748
RS_120	CNAG_00148	CNAG_00148	245.83	-0.08696	0.20263	0.80586
RS_120	CNAG_00149	CNAG_00149	4792.5	0.19341	0.14629	0.37252999999999997
RS_120	CNAG_00150	PQP1	73.481	-0.17298	0.21051	0.60905
RS_120	CNAG_00151	CNAG_00151	887.56	0.44606	0.14957	0.023786
RS_120	CNAG_00152	CNAG_00152	387.16	-0.2284	0.16908	0.36154
RS_120	CNAG_00153	CNAG_00153	127.71	-0.088664	0.14114	0.70215
RS_120	CNAG_00154	CNAG_00154	111.58	-0.24385	0.18929	0.38771
RS_120	CNAG_00155	CNAG_00155	1.1148	0.003418	1.8536	0.9991
RS_120	CNAG_00156	SP1	1375.9	0.38697	0.1138	0.0081093
RS_120	CNAG_00157	CNAG_00157	710	-0.039309	0.15619	0.88912
RS_120	CNAG_00158	HOC3	156.65	-0.32807	0.12157	0.043464
RS_120	CNAG_00159	CNAG_00159	173.73	-0.31233	0.16929	0.19549
RS_120	CNAG_00160	CNAG_00160	73.443	-0.14188	0.20391	0.67274
RS_120	CNAG_00161	CNAG_00161	258.38	-0.66578	0.17439	0.0023134
RS_120	CNAG_00162	AOX1	12761	0.29781	0.1818	0.25891
RS_120	CNAG_00163	CNAG_00163	1814.2	-0.037361	0.13357	0.87765
RS_120	CNAG_00164	CNAG_00164	217.8	0.35417	0.28294	0.4041
RS_120	CNAG_00165	CNAG_00165	992.98	0.58004	0.16926	0.0075307
RS_120	CNAG_00166	CNAG_00166	711.88	0.44015	0.16711	0.049426
RS_120	CNAG_00167	CNAG_00167	104.16	-0.16601	0.15442	0.48603
RS_120	CNAG_00171	CNAG_00171	35.789	-0.66562	0.22877	0.02799
RS_120	CNAG_00172	CNAG_00172	55.163	-0.30545	0.42685	0.6623
RS_120	CNAG_00173	CNAG_00173	267.94	-1.025	0.24914	8.5009e-4
RS_120	CNAG_00174	CNAG_00174	195.36	-0.0063627	0.23723	0.9889
RS_120	CNAG_00175	CNAG_00175	207.88	0.32365	0.18	0.20848
RS_120	CNAG_00176	CNAG_00176	351.76	0.038172	0.19771	0.91488
RS_120	CNAG_00177	CNAG_00177	2.8088	0.77642	1.0126	0.63764
RS_120	CNAG_00178	CNAG_00178	464.22	-0.51793	0.1901	0.041207
RS_120	CNAG_00179	GPA2	33.789	-0.25968	0.2365	0.47606
RS_120	CNAG_00180	CNAG_00180	201.09	-0.044872	0.15945	0.87675
RS_120	CNAG_00181	FYV10	185.74	-0.69113	0.1726	0.0012635
RS_120	CNAG_00182	VPS29	166.85	-0.4062	0.2114	0.1745
RS_120	CNAG_00183	CNAG_00183	868.26	-0.39779	0.21835	0.20137
RS_120	CNAG_00184	CNAG_00184	496.59	0.14967	0.094321	0.27624
RS_120	CNAG_00185	CNAG_00185	273.44	0.13872	0.11137	0.40664
RS_120	CNAG_00186	CNAG_00186	203.16	-0.23974	0.16839	0.3339
RS_120	CNAG_00187	UBP16	280.99	0.36943	0.18439	0.15297
RS_120	CNAG_00188	CNAG_00188	276.49	0.052623	0.13004	0.81773
RS_120	CNAG_00189	CNAG_00189	114.52	-0.10582	0.17667	0.71775
RS_120	CNAG_00190	CNAG_00190	744.79	-0.41433	0.22948	0.20632
RS_120	CNAG_00191	CNAG_00191	192.91	0.040022	0.14811	0.88187
RS_120	CNAG_00192	CNAG_00192	297.3	0.51988	0.19772	0.049987
RS_120	CNAG_00193	GAT1	928.97	0.24811	0.23019	0.48431
RS_120	CNAG_00194	CNAG_00194	1260.2	-0.59118	0.15477	0.0022997
RS_120	CNAG_00195	CNAG_00195	513.39	-0.12569	0.15531	0.61536
RS_120	CNAG_00229	CNAG_00229	50.144	-0.15745	0.22279	0.66671
RS_120	CNAG_00231	CNAG_00231	266.21	-0.18187	0.15456	0.43744
RS_120	CNAG_00232	RPL30	5180.2	0.12475	0.14676	0.59493
RS_120	CNAG_00233	CNAG_00233	1618.1	0.019464	0.10041	0.91437
RS_120	CNAG_00234	CNAG_00234	157.38	-0.079603	0.13603	0.72494
RS_120	CNAG_00235	AMT1	924.53	0.031629	0.23407	0.94286
RS_120	CNAG_00236	CNAG_00236	266.12	0.41213	0.19382	0.12495
RS_120	CNAG_00237	CNAG_00237	4521.3	0.28465	0.14893	0.17659
RS_120	CNAG_00238	CNAG_00238	1692.6	0.24524	0.14994	0.25973
RS_120	CNAG_00239	YAP1	458.3	0.49585	0.17955	0.038672
RS_120	CNAG_00240	CNAG_00240	338.97	-0.13193	0.1545	0.5927
RS_120	CNAG_00241	CNAG_00241	202.68	0.062837	0.15685	0.82071
RS_120	CNAG_00242	CNAG_00242	17.568	-0.075262	0.31483	0.89523
RS_120	CNAG_00243	CNAG_00243	219.04	-0.13456	0.12874	0.50069
RS_120	CNAG_00246	CNAG_00246	223.94	-0.13588	0.16445	0.60667
RS_120	CNAG_00247	LYS9	131.99	0.089543	0.26405	0.84849
RS_120	CNAG_00248	CNAG_00248	101.15	-0.16948	0.16818	0.51727
RS_120	CNAG_00249	CNAG_00249	176.25	0.28272	0.15399	0.19783
RS_120	CNAG_00250	CNAG_00250	222.58	-0.11917	0.25048	0.78233
RS_120	CNAG_00251	CNAG_00251	73.017	1.0384	0.20403	1.681e-5
RS_120	CNAG_00252	CNAG_00252	233.56	-7.3631e-4	0.13349	0.99751
RS_120	CNAG_00253	CNAG_00253	88.405	-0.243	0.35177	0.67512
RS_120	CNAG_00254	CNAG_00254	527.19	0.56669	0.18846	0.022544
RS_120	CNAG_00255	CNAG_00255	335.33	-0.12513	0.12676	0.52669
RS_120	CNAG_00256	CNAG_00256	609.84	0.35318	0.15375	0.094461
RS_120	CNAG_00257	CNAG_00257	186.03	0.31407	0.18726	0.2465
RS_120	CNAG_00258	CNAG_00258	108.95	-0.18983	0.16458	0.44927
RS_120	CNAG_00259	CNAG_00259	673.14	0.14227	0.12348	0.44943
RS_120	CNAG_00260	CNAG_00260	540.5	-0.37515	0.13268	0.033658
RS_120	CNAG_00261	CNAG_00261	2131.7	0.52941	0.1075	3.5395e-5
RS_120	CNAG_00262	CNAG_00262	231.7	0.57434	0.1721	0.0096768
RS_120	CNAG_00263	PTP4	285.95	0.43801	0.12936	0.0083956
RS_120	CNAG_00264	CNAG_00264	1228.9	0.95233	0.1335	1.5782e-10
RS_120	CNAG_00265	IDI1	1116.2	-0.29301	0.15104	0.16879
RS_120	CNAG_00266	YFH7	135.89	-0.066879	0.15416	0.80419
RS_120	CNAG_00267	CNAG_00267	83.13	-0.46607	0.1728	0.043538
RS_120	CNAG_00268	ILV2	1581.5	0.26557	0.17322	0.29494
RS_120	CNAG_00269	CNAG_00269	21.626	-3.1209	0.50802	7.507e-8
RS_120	CNAG_00270	CNAG_00270	1509.3	-0.15669	0.12418	0.39896
RS_120	CNAG_00271	CNAG_00271	208.59	0.13634	0.12488	0.47864
RS_120	CNAG_00272	CNAG_00272	254.56	0.16512	0.14193	0.44434
RS_120	CNAG_00273	CNAG_00273	71.957	-0.19411	0.20931	0.55465
RS_120	CNAG_00274	CNAG_00274	109.09	-0.094335	0.14672	0.69642
RS_120	CNAG_00275	CNAG_00275	45.344	0.56345	0.23589	0.080175
RS_120	CNAG_00276	CNAG_00276	163.31	-0.84192	0.21141	0.0013565
RS_120	CNAG_00277	CNAG_00277	169.81	0.070254	0.12888	0.74559
RS_120	CNAG_00278	CNAG_00278	273.83	-0.44295	0.16126	0.039586
RS_120	CNAG_00279	CNAG_00279	216.39	0.073299	0.19419	0.83321
RS_120	CNAG_00280	CNAG_00280	709.95	-0.049866	0.13206	0.83321
RS_120	CNAG_00283	CNAG_00283	169.76	0.23438	0.15931	0.31688
RS_120	CNAG_00284	CNAG_00284	316.6	-0.40789	0.13137	0.017814
RS_120	CNAG_00285	CNAG_00285	169.96	0.11293	0.26251	0.80546
RS_120	CNAG_00286	NAB2	555.9	0.19503	0.11898	0.2587
RS_120	CNAG_00287	CNAG_00287	1487.1	0.11065	0.18415	0.71666
RS_120	CNAG_00288	CNAG_00288	208.22	-0.27472	0.1565	0.22073
RS_120	CNAG_00289	CNAG_00289	201.84	0.051777	0.20369	0.88843
RS_120	CNAG_00290	CNAG_00290	329.78	-0.067329	0.17507	0.829
RS_120	CNAG_00291	CNAG_00291	30.141	1.1272	0.31255	0.0045259
RS_120	CNAG_00292	CNAG_00292	2250.5	0.28394	0.097461	0.027721
RS_120	CNAG_00293	RAS1	579.72	-0.26597	0.12562	0.12682
RS_120	CNAG_00294	CNAG_00294	322.42	0.027765	0.12245	0.9016
RS_120	CNAG_00295	CNAG_00295	4.061	-0.69588	0.57522	0.42322
RS_120	CNAG_00299	CNAG_00299	217.52	0.63913	0.16675	0.0022043
RS_120	CNAG_00300	CNAG_00300	294.71	0.33455	0.14147	0.083704
RS_120	CNAG_00301	CNAG_00301	637.62	0.24956	0.1895	0.37464
RS_120	CNAG_00302	CNAG_00302	49.056	2.2791	0.47749	6.5475e-5
RS_120	CNAG_00303	CNAG_00303	20.692	0.60923	0.35636	0.23518
RS_120	CNAG_00304	CNAG_00304	208.81	-0.10182	0.14938	0.67936
RS_120	CNAG_00305	CNAG_00305	2382.3	0.22523	0.15218	0.31397
RS_120	CNAG_00306	MTN2	39.33	0.19476	0.43625	0.79904
RS_120	CNAG_00307	CNAG_00307	1339.6	0.074764	0.13238	0.73612
RS_120	CNAG_00308	CNAG_00308	82.092	-0.67202	0.20476	0.011351
RS_120	CNAG_00309	CNAG_00309	196.1	-0.071451	0.13314	0.74993
RS_120	CNAG_00310	CNAG_00310	164.12	-0.07617	0.16662	0.7933
RS_120	CNAG_00311	CNAG_00311	547.85	-0.12064	0.13465	0.57133
RS_120	CNAG_00312	CNAG_00312	138.61	-0.172	0.15845	0.48024
RS_120	CNAG_00313	CNAG_00313	130.68	-0.076704	0.13242	0.72788
RS_120	CNAG_00314	CNAG_00314	101.77	-0.036717	0.15615	0.89673
RS_120	CNAG_00315	CNAG_00315	400.33	-0.61136	0.30659	0.15481
RS_120	CNAG_00316	HAM1	223.59	-0.085635	0.11006	0.63148
RS_120	CNAG_00317	CNAG_00317	508.92	0.4795	0.19225	0.065636
RS_120	CNAG_00318	CNAG_00318	618.47	-0.54148	0.19984	0.042607
RS_120	CNAG_00319	CNAG_00319	428.61	0.24591	0.13867	0.21557
RS_120	CNAG_00320	CNAG_00320	142.72	-0.035028	0.13112	0.88333
RS_120	CNAG_00321	CNAG_00321	58.231	1.211	0.77465	0.28331
RS_120	CNAG_00322	CNAG_00322	213.64	-0.099628	0.20543	0.77808
RS_120	CNAG_00323	CNAG_00323	2.1248	1.1178	0.83546	0.3669
RS_120	CNAG_00326	CNAG_00326	1034	0.20565	0.12087	0.23833
RS_120	CNAG_00327	CNAG_00327	55.367	0.091399	0.22215	0.81488
RS_120	CNAG_00328	CNAG_00328	260.13	0.52787	0.22365	0.084226
RS_120	CNAG_00329	CNAG_00329	584.88	-0.0062789	0.20445	0.98729
RS_120	CNAG_00330	CNAG_00330	670.86	0.046002	0.15968	0.87331
RS_120	CNAG_00331	CNAG_00331	135.63	0.2244	0.20486	0.47703
RS_120	CNAG_00332	SIP4	497.04	0.64651	0.16393	0.0015673
RS_120	CNAG_00333	CNAG_00333	30.766	0.091766	0.36226	0.88843
RS_120	CNAG_00334	CNAG_00334	18024	0.065586	0.14618	0.79746
RS_120	CNAG_00335	CNAG_00335	330.56	0.37506	0.13552	0.038084
RS_120	CNAG_00337	CNAG_00337	1037.3	0.31737	0.12803	0.06768
RS_120	CNAG_00342	CNAG_00342	454.06	-0.049996	0.12299	0.81696
RS_120	CNAG_00343	CNAG_00343	57.656	-0.30524	0.19926	0.2955
RS_120	CNAG_00344	CNAG_00344	79.843	0.051764	0.15162	0.84725
RS_120	CNAG_00345	CNAG_00345	397.71	0.13515	0.1712	0.62611000000000006
RS_120	CNAG_00346	CNAG_00346	128.11	-0.29654	0.20499	0.32561
RS_120	CNAG_00347	CNAG_00347	235.15	0.024237	0.21494	0.95249
RS_120	CNAG_00348	CNAG_00348	606.66	0.10872	0.15948	0.67936
RS_120	CNAG_00349	CNAG_00349	451.57	-0.17871	0.22965	0.63148
RS_120	CNAG_00351	CNAG_00351	224.49	0.021278	0.14337	0.9356
RS_120	CNAG_00352	CNAG_00352	379.41	-0.30416	0.182	0.24824
RS_120	CNAG_00353	LPI16	150.13	-0.51427	0.1759	0.027156
RS_120	CNAG_00354	CNAG_00354	1044.5	-0.04214	0.091711	0.79236
RS_120	CNAG_00355	CNAG_00355	1087.9	0.34614	0.13883	0.065728
RS_120	CNAG_00356	CNAG_00356	301.74	0.22129	0.1837	0.42588
RS_120	CNAG_00357	CNAG_00357	250.06	0.24369	0.12396	0.16187000000000001
RS_120	CNAG_00358	CNAG_00358	295.5	-0.25342	0.13275	0.17713
RS_120	CNAG_00359	CNAG_00359	385.34	0.11895	0.14602	0.61309
RS_120	CNAG_00360	CNAG_00360	778.39	0.086285	0.19429	0.79988
RS_120	CNAG_00361	RVS167	573.7	-0.44125	0.16384	0.043843
RS_120	CNAG_00362	CNAG_00362	222.62	0.36827	0.1263	0.027654
RS_120	CNAG_00363	TCO6	744.31	0.26625	0.1502	0.21579
RS_120	CNAG_00364	CNAG_00364	226.55	0.2183	0.13991	0.28431
RS_120	CNAG_00365	CNAG_00365	264.61	-0.23144	0.11891	0.16721
RS_120	CNAG_00366	CNAG_00366	21.469	0.095294	0.40018	0.89523
RS_120	CNAG_00367	DYN5	130.29	0.25206	0.18187999999999999	0.34792
RS_120	CNAG_00368	CNAG_00368	124.38	0.33068	0.15367	0.12016
RS_120	CNAG_00369	CNAG_00369	263.63	-0.15647	0.14393	0.4801
RS_120	CNAG_00370	UBI1	4869.1	0.14129	0.16186	0.58216
RS_120	CNAG_00371	CNAG_00371	56.971	-0.42999	0.19839	0.11733
RS_120	CNAG_00372	CNAG_00372	332.56	0.493	0.18123	0.041583
RS_120	CNAG_00373	CNAG_00373	81.692	-0.15015	0.2535	0.72148
RS_120	CNAG_00374	CNAG_00374	917.29	1.27	0.1938	6.2522e-9
RS_120	CNAG_00375	GCN5	319.41	-0.0094193	0.11805	0.96529
RS_120	CNAG_00377	CNAG_00377	431.54	0.36607	0.17991	0.14551
RS_120	CNAG_00378	CNAG_00378	308.35	0.27339	0.32526	0.59945
RS_120	CNAG_00383	APT3	327.17	0.0044709	0.12426	0.98476
RS_120	CNAG_00384	CNAG_00384	12.38	-0.81427	0.45947	0.21591
RS_120	CNAG_00385	CNAG_00385	598.37	-0.23664	0.15664	0.30367
RS_120	CNAG_00386	CNAG_00386	736.21	0.16696	0.19973	0.60184
RS_120	CNAG_00387	LPI13	268.52	0.020544	0.11351	0.91984
RS_120	CNAG_00388	CNAG_00388	535.55	0.090751	0.12617	0.66091
RS_120	CNAG_00389	CNAG_00389	223.32	0.2046	0.14573	0.34175
RS_120	CNAG_00390	YMR1	82.559	0.10908	0.16627	0.69072
RS_120	CNAG_00391	CNAG_00391	255.18	0.25458	0.31467	0.61536
RS_120	CNAG_00392	CNAG_00392	64.308	0.08154	0.22735	0.84166
RS_120	CNAG_00393	CNAG_00393	759.36	-0.64489	0.47647	0.36047
RS_120	CNAG_00394	CNAG_00394	1652.4	-0.1323	0.1978	0.68428
RS_120	CNAG_00395	CNAG_00395	224.93	-0.0078844	0.13783	0.97435
RS_120	CNAG_00396	PKA1	308.05	0.11583	0.13378	0.58606
RS_120	CNAG_00397	CNAG_00397	179.53	0.62214	0.44941	0.34816
RS_120	CNAG_00398	CNAG_00398	505.25	0.30534	0.16586	0.19652
RS_120	CNAG_00399	CNAG_00399	760.18	-0.92341	0.1586	4.4229e-7
RS_120	CNAG_00400	CNAG_00400	668.1	-0.91295	0.16338	1.4996e-6
RS_120	CNAG_00401	CNAG_00401	212.79	-0.28492	0.13134	0.11683
RS_120	CNAG_00402	CNAG_00402	979.42	0.3228	0.21112	0.29664
RS_120	CNAG_00403	CNAG_00403	71.623	-0.58094	0.22901	0.060369
RS_120	CNAG_00404	CNAG_00404	334.16	0.43891	0.22329	0.16187000000000001
RS_120	CNAG_00405	KIC1	135.84	0.056255	0.13565	0.81347
RS_120	CNAG_00406	CNAG_00406	76.086	-0.28597	0.20014	0.33212
RS_120	CNAG_00407	CNAG_00407	989.7	1.3033	0.19821	5.4922e-9
RS_120	CNAG_00408	PPH3	1446.1	0.59796	0.17655	0.0083794
RS_120	CNAG_00409	CNAG_00409	105.36	0.17034	0.26075	0.69192
RS_120	CNAG_00410	CNAG_00410	366.46	-0.1237	0.094994	0.3814
RS_120	CNAG_00411	CNAG_00411	338.7	0.015872	0.12656	0.94653
RS_120	CNAG_00413	OFD1	971.68	0.37338	0.1149	0.012366
RS_120	CNAG_00414	MAK32	86.901	0.18937	0.18973	0.52163
RS_120	CNAG_00415	CDC2801	128.37	0.13245	0.15223	0.58376
