gene	geneName	baseMean	log2FC	stderror	padj
CNAG_00108	CNAG_00108	551.32	0.5034	0.23776	0.15848
CNAG_00109	CNAG_00109	714.98	0.306	0.1542	0.19066
CNAG_00110	HPI3	6.5448	-3.876	0.97129	0.0022921
CNAG_00111	CNAG_00111	611.07	0.1556	0.09975	0.32614
CNAG_00115	CNAG_00115	288.78	-0.065802	0.21497	0.89414
CNAG_00116	CNAG_00116	5363.3	0.3804	0.13621	0.048996
CNAG_00117	ERG24	443.22	-0.16492	0.13135	0.45221
CNAG_00118	CNAG_00118	125.47	0.61483	0.21955	0.048146
CNAG_00119	CNAG_00119	172	0.30722	0.20021	0.33486
CNAG_00120	CNAG_00120	482.32	0.36955	0.18488	0.18697
CNAG_00121	CNAG_00121	394.05	0.0038872999999999998	0.20723	0.99739
CNAG_00122	CNAG_00122	11.815	-0.37323	0.414	0.61872
CNAG_00123	CNAG_00123	93.912	-0.12999	0.17673	0.70081
CNAG_00124	CAS32	417.95	-0.36885	0.12975	0.04454
CNAG_00125	CRG1	57.8	0.36145	0.19678	0.23579
CNAG_00126	CNAG_00126	435.21	0.26198	0.30751	0.6436
CNAG_00127	CNAG_00127	63.06	-1.2415	0.28989	8.5042e-4
CNAG_00128	CNAG_00128	13.035	-2.7581	0.70502	0.0027948
CNAG_00129	CNAG_00129	94.231	-0.086651	0.27232	0.88877
CNAG_00130	RCK2	763.65	-0.068804	0.19344	0.87472
CNAG_00131	CNAG_00131	110.53	-1.6267	0.43808	0.0052555
CNAG_00132	CNAG_00132	173.86	-0.68771	0.22452	0.027218
CNAG_00133	CNAG_00133	125.19	-1.9218	0.41081	2.2314e-4
CNAG_00134	CNAG_00134	181.85	-0.22406	0.18963	0.48313
CNAG_00135	CNAG_00135	123.57	0.074271	0.24081	0.89315
CNAG_00136	CNAG_00136	1000.8	0.11961	0.10277	0.49175
CNAG_00137	CNAG_00137	390.64	0.063643	0.15853	0.85719
CNAG_00138	CNAG_00138	239.4	-0.061955	0.15882	0.86132
CNAG_00139	CNAG_00139	397.61	0.27845	0.20808	0.41407
CNAG_00140	CNAG_00140	1708.5	-0.026109	0.11786	0.93082
CNAG_00141	CNAG_00141	32.877	-0.15719	0.29553	0.79854
CNAG_00142	CNAG_00142	1837.3	-0.39181	0.14872	0.066519
CNAG_00143	CNAG_00143	753.91	0.24629	0.11946	0.17113
CNAG_00144	CNAG_00144	43.34	-0.24315	0.29474	0.65779
CNAG_00145	CNAG_00145	85.423	-0.063905	0.31851	0.93762
CNAG_00146	PBY101	559.56	-1.8413	0.39622	2.4533e-4
CNAG_00147	CNAG_00147	3811.3	0.29097	0.11835	0.089729
CNAG_00148	CNAG_00148	220.49	-0.13717	0.20926	0.73852
CNAG_00149	CNAG_00149	5707.1	-0.26177	0.14623	0.2514
CNAG_00150	PQP1	80.356	-0.30922	0.20019	0.33056
CNAG_00151	CNAG_00151	1045.4	-0.44873	0.1489	0.029985
CNAG_00152	CNAG_00152	441.61	-0.09888	0.1738	0.7822
CNAG_00153	CNAG_00153	150.35	0.0046767	0.1258	0.99151
CNAG_00154	CNAG_00154	125.26	-0.78638	0.26843	0.03707
CNAG_00155	CNAG_00155	0.18917	-0.77291	3.9656	0.93922
CNAG_00156	SP1	1488.3	0.10711	0.11236	0.59173
CNAG_00157	CNAG_00157	809.43	0.1997	0.1449	0.39689
CNAG_00158	HOC3	184.66	-0.084718	0.1315	0.74219
CNAG_00159	CNAG_00159	172.59	-0.15435	0.15971	0.58597
CNAG_00160	CNAG_00160	79.212	0.30206	0.2026	0.35093
CNAG_00161	CNAG_00161	279.19	0.54657	0.15628	0.0091029
CNAG_00162	AOX1	15702	0.32049	0.17703	0.24484
CNAG_00163	CNAG_00163	1712.3	0.35975	0.13121	0.054755
CNAG_00164	CNAG_00164	228.86	-0.16829	0.35688	0.82666
CNAG_00165	CNAG_00165	1215.9	0.26687	0.17174	0.32779
CNAG_00166	CNAG_00166	848.18	-0.13035	0.16893	0.68465
CNAG_00167	CNAG_00167	109.06	-0.078612	0.19386	0.8549
CNAG_00171	CNAG_00171	34.897	-0.73023	0.32811	0.13559
CNAG_00172	CNAG_00172	17.464	-0.56519	0.36032	0.3225
CNAG_00173	CNAG_00173	266.09	0.41184	0.25279	0.30086
CNAG_00174	CNAG_00174	184.84	-1.5008	0.27447	7.3437e-6
CNAG_00175	CNAG_00175	184.75	-1.1963	0.30984	0.003264
CNAG_00176	CNAG_00176	396.99	-1.2122	0.20672	1.3061e-6
CNAG_00177	CNAG_00177	2.5186	0.0010721	0.7881	0.99921
CNAG_00178	CNAG_00178	512.18	0.0030424	0.18357	0.99796
CNAG_00179	GPA2	36.284	0.22918	0.2288	0.56831
CNAG_00180	CNAG_00180	184.68	-0.65014	0.39839	0.30034
CNAG_00181	FYV10	143.26	0.34137	0.22493	0.34069
CNAG_00182	VPS29	194.3	-0.13239	0.24501	0.79541
CNAG_00183	CNAG_00183	996.65	0.53418	0.2173	0.089738
CNAG_00184	CNAG_00184	515.24	-0.014193	0.093939	0.95452
CNAG_00185	CNAG_00185	269.55	0.24053	0.13482	0.25195
CNAG_00186	CNAG_00186	214.06	0.037538	0.18731	0.93762
CNAG_00187	UBP16	273.9	-0.77653	0.20035	0.0031419
CNAG_00188	CNAG_00188	313.18	0.28651	0.13648	0.16226
CNAG_00189	CNAG_00189	130.67	-0.0066508	0.19314	0.99198
CNAG_00190	CNAG_00190	735.51	-0.22981	0.23402	0.5788
CNAG_00191	CNAG_00191	232.18	0.28206	0.13063	0.14968
CNAG_00192	CNAG_00192	362.28	-0.041838	0.19925	0.93527
CNAG_00193	GAT1	1052.2	-0.26138	0.22103	0.48265
CNAG_00194	CNAG_00194	1418.7	0.47558	0.14937	0.020197
CNAG_00195	CNAG_00195	569.21	0.20879	0.13854	0.34473
CNAG_00229	CNAG_00229	51.143	0.7554	0.32421	0.11317
CNAG_00231	CNAG_00231	305.44	0.6439	0.13935	2.6216e-4
CNAG_00232	RPL30	6180.7	0.10126	0.14419	0.71664
CNAG_00233	CNAG_00233	1815.9	0.24998	0.097514	0.075399
CNAG_00234	CNAG_00234	182.67	0.36756	0.13198	0.049703
CNAG_00235	AMT1	1086.3	-0.030664	0.23209	0.96293
CNAG_00236	CNAG_00236	320.75	-0.0053258	0.17436	0.9938
CNAG_00237	CNAG_00237	5308.5	0.22319	0.1454	0.33477
CNAG_00238	CNAG_00238	2029	0.080069	0.14588	0.79153
CNAG_00239	YAP1	414.36	-0.021354	0.14677	0.95657
CNAG_00240	CNAG_00240	368.22	-0.26512	0.13006	0.17777
CNAG_00241	CNAG_00241	230.34	0.12348	0.14561	0.64495
CNAG_00242	CNAG_00242	16.363	0.010807	0.37895	0.99485
CNAG_00243	CNAG_00243	245.01	0.025765	0.13129	0.93897
CNAG_00246	CNAG_00246	236.16	-0.088691999999999993	0.19523	0.83299
CNAG_00247	LYS9	100.27	-0.37665	0.34396	0.52453
CNAG_00248	CNAG_00248	108.54	0.14477	0.17526	0.65743
CNAG_00249	CNAG_00249	203.55	-0.059557	0.15992	0.86872
CNAG_00250	CNAG_00250	171.95	-0.066483	0.2259	0.89849
CNAG_00251	CNAG_00251	54.049	0.2121	0.24981	0.64495
CNAG_00252	CNAG_00252	241.85	0.093816	0.13964	0.73203
CNAG_00253	CNAG_00253	85.547	-0.062487	0.41395	0.95452
CNAG_00254	CNAG_00254	428.6	-1.1381	0.20272	3.723e-6
CNAG_00255	CNAG_00255	387.54	0.30974	0.11907	0.070758
CNAG_00256	CNAG_00256	702.82	0.01653	0.13627	0.96583
CNAG_00257	CNAG_00257	205.58	-0.49944	0.19202	0.070758
CNAG_00258	CNAG_00258	122.12	-0.21602	0.2101	0.55677
CNAG_00259	CNAG_00259	818	0.035981	0.11477	0.89112
CNAG_00260	CNAG_00260	623.62	0.32091	0.14497	0.13775
CNAG_00261	CNAG_00261	2267.1	0.25335	0.096946	0.069412
CNAG_00262	CNAG_00262	264.16	0.25896	0.16986	0.33834
CNAG_00263	PTP4	290.03	-0.08679	0.14042	0.7553
CNAG_00264	CNAG_00264	1240.4	-0.032533	0.14689	0.93082
CNAG_00265	IDI1	1337.5	0.43474	0.14125	0.026244
CNAG_00266	YFH7	144.83	-0.39796	0.22046	0.24671
CNAG_00267	CNAG_00267	82.122	-0.33118	0.22795	0.36522
CNAG_00268	ILV2	1925.1	0.088647	0.16468	0.79614
CNAG_00269	CNAG_00269	18.704	-0.015774	0.40616	0.99079
CNAG_00270	CNAG_00270	1727.1	0.085486	0.099027	0.63761
CNAG_00271	CNAG_00271	215.6	-0.030559	0.13109	0.92701
CNAG_00272	CNAG_00272	280.12	-0.16128	0.13301	0.46829
CNAG_00273	CNAG_00273	72.101	-0.1378	0.19657	0.71705
CNAG_00274	CNAG_00274	116.32	0.17581	0.20504	0.64119
CNAG_00275	CNAG_00275	48.932	0.021181	0.25831	0.97715
CNAG_00276	CNAG_00276	158.2	0.1097	0.20509	0.79805
CNAG_00277	CNAG_00277	191.66	0.14585	0.13188	0.52039
CNAG_00278	CNAG_00278	324.27	0.43408	0.15346	0.04531
CNAG_00279	CNAG_00279	235.87	-0.49622	0.21211	0.11111
CNAG_00280	CNAG_00280	796.94	0.3076	0.13086	0.10892
CNAG_00283	CNAG_00283	113.25	0.072338	0.19144	0.8659
CNAG_00284	CNAG_00284	179.18	0.296	0.12224	0.095989
CNAG_00285	CNAG_00285	158.64	-0.95785	0.30046	0.020041
CNAG_00286	NAB2	576.44	0.13453	0.11966	0.51033
CNAG_00287	CNAG_00287	1773.9	0.40443	0.18506	0.14413
CNAG_00288	CNAG_00288	183.93	0.32472	0.16328	0.18934
CNAG_00289	CNAG_00289	224.34	-0.04627	0.19699	0.9263
CNAG_00290	CNAG_00290	344.86	-0.2414	0.18112	0.41645
CNAG_00291	CNAG_00291	34.502	-0.84619	0.34576	0.091727
CNAG_00292	CNAG_00292	2679.1	0.23801	0.094816	0.08159
CNAG_00293	RAS1	657.52	0.33385	0.12216	0.055314
CNAG_00294	CNAG_00294	355.24	-0.45726	0.1153	0.0024348
CNAG_00295	CNAG_00295	4.7563	0.22281	0.55774	0.85767
CNAG_00299	CNAG_00299	253.53	-0.024359	0.15254	0.95095
CNAG_00300	CNAG_00300	318.61	-0.17545	0.14768	0.48082
CNAG_00301	CNAG_00301	433.38	-0.041233	0.23556	0.94689
CNAG_00302	CNAG_00302	58.752	0.32589	0.61259	0.79854
CNAG_00303	CNAG_00303	21.686	0.20837	0.29184	0.71149
CNAG_00304	CNAG_00304	230.27	-0.1838	0.1449	0.44696
CNAG_00305	CNAG_00305	2879.4	0.24539	0.14361	0.27485
CNAG_00306	MTN2	37.33	-0.45818	0.41919	0.5251
CNAG_00307	CNAG_00307	1417.1	0.20828	0.13366	0.32647
CNAG_00308	CNAG_00308	85.377	-0.24558	0.27652	0.62526
CNAG_00309	CNAG_00309	202.53	-0.055139	0.13298	0.84905
CNAG_00310	CNAG_00310	174.85	-0.093742	0.16115	0.77583
CNAG_00311	CNAG_00311	587	-0.24473	0.12195	0.18535
CNAG_00312	CNAG_00312	146.99	0.16982	0.1791	0.59531
CNAG_00313	CNAG_00313	135.8	0.19482	0.13012	0.34811
CNAG_00314	CNAG_00314	85.586	0.017198	0.31595	0.98549
CNAG_00315	CNAG_00315	152.39	-0.10029	0.33411	0.8963
CNAG_00316	HAM1	258.79	0.10932	0.13446	0.66282
CNAG_00317	CNAG_00317	515.15	-0.55964	0.16379	0.011218
CNAG_00318	CNAG_00318	535.43	0.23919	0.18805	0.4457
CNAG_00319	CNAG_00319	491.33	-0.18451	0.12724	0.36635
CNAG_00320	CNAG_00320	166.1	0.0058327	0.1233	0.98831
CNAG_00321	CNAG_00321	65.931	-2.9574	0.81347	0.0064209
CNAG_00322	CNAG_00322	235.74	-0.36319	0.2068	0.26071
CNAG_00323	CNAG_00323	2.489	-0.6027	1.0296	0.77365
CNAG_00326	CNAG_00326	1008.8	0.04506	0.12679	0.87472
CNAG_00327	CNAG_00327	57.023	-0.32846	0.27558	0.47895
CNAG_00328	CNAG_00328	240.87	-1.8019	0.24791	6.1745e-10
CNAG_00329	CNAG_00329	664.36	-0.8708	0.20917	0.0012902
CNAG_00330	CNAG_00330	762.33	0.12334	0.15461	0.67128
CNAG_00331	CNAG_00331	143.71	0.3014	0.20761	0.36563
CNAG_00332	SIP4	573.81	-0.090929	0.16912	0.79614
CNAG_00333	CNAG_00333	29.174	0.015791	0.31188	0.98714
CNAG_00334	CNAG_00334	21724	0.25469	0.14765	0.27014
CNAG_00335	CNAG_00335	362.18	-0.3513	0.13804	0.077387
CNAG_00337	CNAG_00337	1094.4	-0.047297	0.13039	0.87296
CNAG_00342	CNAG_00342	504.42	-0.37057	0.12495	0.03388
CNAG_00343	CNAG_00343	64.652	-0.55728	0.27858	0.18648
CNAG_00344	CNAG_00344	93.114	-0.22225	0.17756	0.4531
CNAG_00345	CNAG_00345	442.59	0.30302	0.17532	0.26908
CNAG_00346	CNAG_00346	92.035	0.37987	0.26538	0.37385
CNAG_00347	CNAG_00347	270.31	-0.014807	0.22984	0.98358
CNAG_00348	CNAG_00348	534.03	0.26654	0.1571	0.2787
CNAG_00349	CNAG_00349	549.92	0.23793	0.2092	0.5044
CNAG_00351	CNAG_00351	252.69	0.14383	0.1353	0.54059
CNAG_00352	CNAG_00352	422.64	0.31288	0.16268	0.2091
CNAG_00353	LPI16	159.02	0.22691	0.17589	0.43753
CNAG_00354	CNAG_00354	887.7	-0.15465	0.1062	0.36381
CNAG_00355	CNAG_00355	1075.1	-0.60715	0.14501	0.0011896
CNAG_00356	CNAG_00356	308.41	-0.061648	0.18206	0.88137
CNAG_00357	CNAG_00357	279.15	0.19029	0.12812	0.35226
CNAG_00358	CNAG_00358	352.6	0.31383	0.11796	0.063393
CNAG_00359	CNAG_00359	442.97	0.34463	0.14949	0.11841
CNAG_00360	CNAG_00360	563.7	0.25421	0.19457	0.42894
CNAG_00361	RVS167	648.68	-0.041832	0.18196	0.92775
CNAG_00362	CNAG_00362	249	-0.1972	0.13414	0.35831
CNAG_00363	TCO6	689.33	0.18383	0.14034	0.42754
CNAG_00364	CNAG_00364	219.36	-0.04008	0.15287	0.91284
CNAG_00365	CNAG_00365	299.62	0.19663	0.12749	0.33166
CNAG_00366	CNAG_00366	15.857	-1.2292	0.47369	0.071704
CNAG_00367	DYN5	119.04	0.074242	0.2009	0.86978
CNAG_00368	CNAG_00368	124.3	-0.096364	0.20947	0.83038
CNAG_00369	CNAG_00369	269.73	0.28944	0.14785	0.19833
CNAG_00370	UBI1	5820.3	0.16542	0.14706	0.51004
CNAG_00371	CNAG_00371	39.591	-0.25132	0.2779	0.61713
CNAG_00372	CNAG_00372	356.42	-1.0604	0.19023	4.5569e-6
CNAG_00373	CNAG_00373	95.581	0.56702	0.28286	0.18577
CNAG_00374	CNAG_00374	524.31	0.21406	0.19431	0.52185
CNAG_00375	GCN5	344.71	-0.31134	0.12243	0.077474
CNAG_00377	CNAG_00377	457.64	-0.76571	0.16754	3.0291e-4
CNAG_00378	CNAG_00378	349.91	-1.2628	0.34423	0.0059302
CNAG_00383	APT3	299.97	0.14269	0.13405	0.5396
CNAG_00384	CNAG_00384	14.223	-2.9547	0.94357	0.022952
CNAG_00385	CNAG_00385	674.46	0.094265	0.16036	0.7725
CNAG_00386	CNAG_00386	890.04	0.09789	0.1979	0.81539
CNAG_00387	LPI13	300.23	0.016826	0.11766	0.95714
CNAG_00388	CNAG_00388	594.25	-0.13322	0.10266	0.43314
CNAG_00389	CNAG_00389	255.71	0.29852	0.14853	0.18456
CNAG_00390	YMR1	87.393	-0.25331	0.19482	0.43218
CNAG_00391	CNAG_00391	264.61	-0.38271	0.22473	0.27651
CNAG_00392	CNAG_00392	67.067	-0.15294	0.242	0.74718
CNAG_00393	CNAG_00393	632.92	0.075624	0.51283	0.956
CNAG_00394	CNAG_00394	1648.2	0.19727	0.18815	0.54855
CNAG_00395	CNAG_00395	248.8	0.07933	0.14269	0.78811
CNAG_00396	PKA1	272.44	0.097394	0.13999	0.72022
CNAG_00397	CNAG_00397	167.5	-2.1095	0.47402	4.6768e-4
CNAG_00398	CNAG_00398	450.41	0.022848	0.14233	0.95068
CNAG_00399	CNAG_00399	666.58	0.082476	0.16498	0.81318
CNAG_00400	CNAG_00400	581.13	0.19614	0.17811	0.52185
CNAG_00401	CNAG_00401	216.21	-0.096949	0.1462	0.73586
CNAG_00402	CNAG_00402	897.85	-0.43801	0.1939	0.12735
CNAG_00403	CNAG_00403	51.344	-0.2218	0.32961	0.73165
CNAG_00404	CNAG_00404	282.09	-0.45018	0.21512	0.1637
CNAG_00405	KIC1	152.59	-0.20249	0.16181	0.4531
CNAG_00406	CNAG_00406	78.185	-0.012384	0.19005	0.98358
CNAG_00407	CNAG_00407	1003.5	-1.061	0.20659	3.4071e-5
CNAG_00408	PPH3	1042.1	0.053588	0.18012	0.89729
CNAG_00409	CNAG_00409	112.75	-0.25682	0.26393	0.58339
CNAG_00410	CNAG_00410	395.25	-0.27421	0.10686	0.075023
CNAG_00411	CNAG_00411	323.01	0.21139	0.1352	0.32447
CNAG_00413	OFD1	1166.4	0.025066	0.11525	0.93255999999999994
CNAG_00414	MAK32	95.275	0.16135	0.18939	0.6436
CNAG_00415	CDC2801	140.44	-0.25733	0.14299	0.24831
CNAG_00416	CNAG_00416	126.97	0.36182	0.1594	0.12546
CNAG_00417	CNAG_00417	3791.7	0.21149	0.10159	0.16632
CNAG_00418	CNAG_00418	2746.4	0.51378	0.12473	0.0014908
CNAG_00419	CNAG_00419	245.63	-2.7357	0.60182	3.287e-4
CNAG_00420	CNAG_00420	209.51	0.21174	0.17078	0.45744
CNAG_00421	CNAG_00421	879.74	0.14702	0.13015	0.5084
CNAG_00422	CNAG_00422	235.34	-0.35939	0.13774	0.069704
CNAG_00423	CNAG_00423	61.277	-0.041955	0.19964	0.93527
CNAG_00424	CNAG_00424	495.88	-1.4026	0.38659	0.0065623
CNAG_00425	CNAG_00425	91.037	-0.78219	0.28086	0.049703
CNAG_00426	CNAG_00426	144.02	-0.23684	0.21408	0.52039
CNAG_00427	PTC5	403.96	0.54307	0.23812	0.12332
CNAG_00428	CNAG_00428	147.72	-0.13307	0.1935	0.7258
CNAG_00429	CNAG_00429	299.56	-0.16188	0.14939	0.53033
CNAG_00430	CNAG_00430	104	0.018188	0.15177	0.96615
CNAG_00433	CNAG_00433	141.47	0.25878	0.17431	0.35251
CNAG_00434	CNAG_00434	171.17	0.28028	0.1493	0.22374
CNAG_00435	CNAG_00435	152.12	0.017376	0.13257	0.96357
CNAG_00436	CNAG_00436	314.87	-0.069679	0.10762	0.74132
CNAG_00437	CNAG_00437	163.79	0.16748	0.15103	0.51925
CNAG_00438	CNAG_00438	118.04	-0.1605	0.20108	0.67128
CNAG_00439	CNAG_00439	237.79	-0.10206	0.157	0.7406
CNAG_00440	SSN801	109.11	0.23168	0.18745	0.45849
CNAG_00441	IMD1	5843.3	0.5953	0.15913	0.0047624
CNAG_00442	CNAG_00442	967.81	0.4677	0.16029	0.038067
CNAG_00443	CNAG_00443	70.377	0.19993	0.1562	0.44148
CNAG_00444	CNAG_00444	108.79	0.12645	0.22105	0.78131
CNAG_00445	NHP6B01	1984.4	-0.16258	0.11177	0.36445
CNAG_00446	CNAG_00446	9.5839	-0.85154	0.43612	0.19956
CNAG_00447	CNAG_00447	1156.3	0.14163	0.13879	0.56064
CNAG_00448	CNAG_00448	295.66	-0.0038809	0.19797	0.99724
CNAG_00449	CNAG_00449	787.49	-0.041521	0.1246	0.88435
CNAG_00450	LEU2	2117.2	0.57823	0.23852	0.09566
CNAG_00451	CNAG_00451	72.423	-0.12264	0.22724	0.79556
CNAG_00452	CNAG_00452	73.154	0.41569	0.17403	0.10214
CNAG_00453	CNAG_00453	10662	0.49022	0.1648	0.033271
CNAG_00454	CNAG_00454	130.47	0.38165	0.31396	0.46729
CNAG_00455	UBP16	814	-0.11702	0.19038	0.7569
CNAG_00456	ISP6	1120.1	0.097667	0.18401	0.79904
CNAG_00457	GLN1	6559.8	0.29711	0.14521	0.17592
CNAG_00458	CNAG_00458	1087.2	0.1719	0.099039	0.26668
CNAG_00460	LIV1	209	0.16182	0.25751	0.74928
CNAG_00461	CNAG_00461	471.36	-0.14539	0.18055	0.66781
CNAG_00462	CNAG_00462	362.31	0.13553	0.12976	0.55064
CNAG_00463	CNAG_00463	15.191	-4.197	1.2496	0.012827
CNAG_00464	CNAG_00464	686.6	0.21861	0.10921	0.18619
CNAG_00465	CNAG_00465	1659.5	0.1292	0.17082	0.69181
CNAG_00466	CNAG_00466	78.578	0.28005	0.43344	0.74201
CNAG_00467	CNAG_00467	111.13	0.2078	0.21683	0.58893
CNAG_00468	CNAG_00468	267.14	0.41318	0.2158	0.21185
