"","x"
"1","CNAG_00060"
"2","CNAG_00063"
"3","CNAG_00110"
"4","CNAG_00124"
"5","CNAG_00261"
"6","CNAG_00328"
"7","CNAG_00359"
"8","CNAG_00360"
"9","CNAG_00388"
"10","CNAG_00407"
"11","CNAG_00418"
"12","CNAG_00426"
"13","CNAG_00455"
"14","CNAG_00472"
"15","CNAG_00519"
"16","CNAG_00647"
"17","CNAG_00691"
"18","CNAG_00776"
"19","CNAG_00777"
"20","CNAG_00792"
"21","CNAG_00870"
"22","CNAG_00879"
"23","CNAG_00887"
"24","CNAG_00890"
"25","CNAG_00895"
"26","CNAG_00979"
"27","CNAG_01002"
"28","CNAG_01014"
"29","CNAG_01051"
"30","CNAG_01131"
"31","CNAG_01150"
"32","CNAG_01167"
"33","CNAG_01255"
"34","CNAG_01258"
"35","CNAG_01261"
"36","CNAG_01277"
"37","CNAG_01278"
"38","CNAG_01333"
"39","CNAG_01334"
"40","CNAG_01340"
"41","CNAG_01357"
"42","CNAG_01358"
"43","CNAG_01360"
"44","CNAG_01421"
"45","CNAG_01464"
"46","CNAG_01466"
"47","CNAG_01481"
"48","CNAG_01506"
"49","CNAG_01526"
"50","CNAG_01577"
"51","CNAG_01582"
"52","CNAG_01653"
"53","CNAG_01704"
"54","CNAG_01737"
"55","CNAG_01854"
"56","CNAG_01907"
"57","CNAG_01915"
"58","CNAG_01938"
"59","CNAG_01959"
"60","CNAG_01964"
"61","CNAG_02008"
"62","CNAG_02024"
"63","CNAG_02030"
"64","CNAG_02031"
"65","CNAG_02071"
"66","CNAG_02099"
"67","CNAG_02100"
"68","CNAG_02114"
"69","CNAG_02132"
"70","CNAG_02137"
"71","CNAG_02156"
"72","CNAG_02194"
"73","CNAG_02197"
"74","CNAG_02323"
"75","CNAG_02334"
"76","CNAG_02342"
"77","CNAG_02455"
"78","CNAG_02458"
"79","CNAG_02473"
"80","CNAG_02489"
"81","CNAG_02510"
"82","CNAG_02566"
"83","CNAG_02579"
"84","CNAG_02656"
"85","CNAG_02685"
"86","CNAG_02692"
"87","CNAG_02694"
"88","CNAG_02775"
"89","CNAG_02830"
"90","CNAG_02981"
"91","CNAG_03007"
"92","CNAG_03012"
"93","CNAG_03125"
"94","CNAG_03148"
"95","CNAG_03184"
"96","CNAG_03204"
"97","CNAG_03223"
"98","CNAG_03343"
"99","CNAG_03366"
"100","CNAG_03453"
"101","CNAG_03500"
"102","CNAG_03539"
"103","CNAG_03550"
"104","CNAG_03629"
"105","CNAG_03673"
"106","CNAG_03689"
"107","CNAG_03724"
"108","CNAG_03740"
"109","CNAG_03763"
"110","CNAG_03775"
"111","CNAG_03857"
"112","CNAG_03906"
"113","CNAG_03977"
"114","CNAG_04018"
"115","CNAG_04171"
"116","CNAG_04189"
"117","CNAG_04217"
"118","CNAG_04243"
"119","CNAG_04246"
"120","CNAG_04280"
"121","CNAG_04320"
"122","CNAG_04380"
"123","CNAG_04417"
"124","CNAG_04486"
"125","CNAG_04496"
"126","CNAG_04519"
"127","CNAG_04575"
"128","CNAG_04601"
"129","CNAG_04625"
"130","CNAG_04626"
"131","CNAG_04640"
"132","CNAG_04681"
"133","CNAG_04752"
"134","CNAG_04788"
"135","CNAG_04829"
"136","CNAG_04857"
"137","CNAG_04861"
"138","CNAG_04907"
"139","CNAG_04943"
"140","CNAG_04963"
"141","CNAG_04969"
"142","CNAG_05058"
"143","CNAG_05080"
"144","CNAG_05089"
"145","CNAG_05138"
"146","CNAG_05144"
"147","CNAG_05147"
"148","CNAG_05215"
"149","CNAG_05216"
"150","CNAG_05228"
"151","CNAG_05258"
"152","CNAG_05277"
"153","CNAG_05303"
"154","CNAG_05312"
"155","CNAG_05313"
"156","CNAG_05408"
"157","CNAG_05411"
"158","CNAG_05436"
"159","CNAG_05532"
"160","CNAG_05565"
"161","CNAG_05576"
"162","CNAG_05581"
"163","CNAG_05598"
"164","CNAG_05656"
"165","CNAG_05699"
"166","CNAG_05731"
"167","CNAG_05749"
"168","CNAG_05752"
"169","CNAG_05818"
"170","CNAG_05843"
"171","CNAG_05853"
"172","CNAG_05915"
"173","CNAG_05962"
"174","CNAG_05971"
"175","CNAG_06081"
"176","CNAG_06105"
"177","CNAG_06149"
"178","CNAG_06163"
"179","CNAG_06167"
"180","CNAG_06207"
"181","CNAG_06298"
"182","CNAG_06311"
"183","CNAG_06314"
"184","CNAG_06320"
"185","CNAG_06335"
"186","CNAG_06336"
"187","CNAG_06388"
"188","CNAG_06499"
"189","CNAG_06500"
"190","CNAG_06501"
"191","CNAG_06517"
"192","CNAG_06662"
"193","CNAG_06671"
"194","CNAG_06687"
"195","CNAG_06728"
"196","CNAG_06771"
"197","CNAG_06795"
"198","CNAG_06802"
"199","CNAG_06834"
"200","CNAG_06839"
"201","CNAG_06902"
"202","CNAG_06973"
"203","CNAG_07015"
"204","CNAG_07351"
"205","CNAG_07359"
"206","CNAG_07400"
"207","CNAG_07475"
"208","CNAG_07499"
"209","CNAG_07586"
"210","CNAG_07626"
"211","CNAG_07627"
"212","CNAG_07634"
"213","CNAG_07638"
"214","CNAG_07649"
"215","CNAG_07660"
"216","CNAG_07692"
"217","CNAG_07756"
"218","CNAG_07770"
"219","CNAG_07784"
"220","CNAG_07791"
"221","CNAG_07826"
"222","CNAG_07840"
"223","CNAG_07896"
"224","CNAG_07944"
