"","x"
"1","CNAG_00765"
"2","CNAG_01275"
"3","CNAG_01551"
"4","CNAG_02225"
"5","CNAG_02226"
"6","CNAG_02553"
"7","CNAG_03433"
"8","CNAG_04025"
"9","CNAG_06836"
