"","x"
"1",5650
"2",3436
"3",1749
"4",4321
"5",1276
"6",6022
"7",5608
"8",384
"9",1359
"10",6002
"11",5519
"12",6110
"13",6018
"14",6284
"15",6153
"16",6150
"17",6165
"18",4702
"19",6281
"20",3107
"21",3210
"22",1370
"23",153
"24",6686
"25",633
"26",1983
"27",5212
"28",6021
"29",4567
"30",6024
"31",6023
"32",6017
"33",5018
"34",839
"35",4622
"36",6794
"37",4190
"38",5609
"39",2520
"40",3553
"41",5257
"42",510
"43",5518
"44",4565
"45",4553
"46",1115
"47",2346
"48",3394
"49",4324
"50",1878
"51",246
"52",2843
"53",576
"54",5759
"55",5209
"56",5481
"57",6280
"58",6020
"59",662
"60",4655
"61",3624
"62",1347
"63",770
"64",4316
"65",501
"66",2645
"67",2587
"68",6019
"69",4348
"70",3804
"71",4703
"72",1118
"73",5470
"74",1752
"75",5780
"76",458
"77",2934
"78",540
"79",6658
"80",4118
"81",1484
"82",2433
"83",5560
"84",782
"85",2058
"86",1486
"87",3039
"88",4210
"89",1332
"90",196
"91",914
"92",2409
"93",1588
"94",1772
"95",1533
"96",647
"97",3297
"98",6655
"99",556
"100",6444
