"","x"
"1","CNAG_00002"
"2","CNAG_00088"
"3","CNAG_00094"
"4","CNAG_00164"
"5","CNAG_00280"
"6","CNAG_00315"
"7","CNAG_00442"
"8","CNAG_00526"
"9","CNAG_00562"
"10","CNAG_00591"
"11","CNAG_00711"
"12","CNAG_00716"
"13","CNAG_00726"
"14","CNAG_00765"
"15","CNAG_00786"
"16","CNAG_00800"
"17","CNAG_00827"
"18","CNAG_00834"
"19","CNAG_00902"
"20","CNAG_01010"
"21","CNAG_01108"
"22","CNAG_01139"
"23","CNAG_01147"
"24","CNAG_01275"
"25","CNAG_01369"
"26","CNAG_01446"
"27","CNAG_01534"
"28","CNAG_01551"
"29","CNAG_01552"
"30","CNAG_01560"
"31","CNAG_01569"
"32","CNAG_01571"
"33","CNAG_01585"
"34","CNAG_01598"
"35","CNAG_01611"
"36","CNAG_01621"
"37","CNAG_01624"
"38","CNAG_01725"
"39","CNAG_01743"
"40","CNAG_01780"
"41","CNAG_01839"
"42","CNAG_01936"
"43","CNAG_01969"
"44","CNAG_01993"
"45","CNAG_02049"
"46","CNAG_02052"
"47","CNAG_02116"
"48","CNAG_02118"
"49","CNAG_02225"
"50","CNAG_02226"
"51","CNAG_02309"
"52","CNAG_02363"
"53","CNAG_02496"
"54","CNAG_02553"
"55","CNAG_02991"
"56","CNAG_03058"
"57","CNAG_03068"
"58","CNAG_03082"
"59","CNAG_03143"
"60","CNAG_03352"
"61","CNAG_03410"
"62","CNAG_03433"
"63","CNAG_03435"
"64","CNAG_03492"
"65","CNAG_03525"
"66","CNAG_03623"
"67","CNAG_03692"
"68","CNAG_03754"
"69","CNAG_03759"
"70","CNAG_03764"
"71","CNAG_03805"
"72","CNAG_03810"
"73","CNAG_03813"
"74","CNAG_03837"
"75","CNAG_03842"
"76","CNAG_03883"
"77","CNAG_03957"
"78","CNAG_04017"
"79","CNAG_04025"
"80","CNAG_04053"
"81","CNAG_04415"
"82","CNAG_04457"
"83","CNAG_04459"
"84","CNAG_04501"
"85","CNAG_04585"
"86","CNAG_04727"
"87","CNAG_04738"
"88","CNAG_04807"
"89","CNAG_04849"
"90","CNAG_04926"
"91","CNAG_04953"
"92","CNAG_05002"
"93","CNAG_05012"
"94","CNAG_05057"
"95","CNAG_05156"
"96","CNAG_05377"
"97","CNAG_05423"
"98","CNAG_05449"
"99","CNAG_05464"
"100","CNAG_05544"
"101","CNAG_05548"
"102","CNAG_05591"
"103","CNAG_05596"
"104","CNAG_05682"
"105","CNAG_05727"
"106","CNAG_05730"
"107","CNAG_05732"
"108","CNAG_05758"
"109","CNAG_05806"
"110","CNAG_05914"
"111","CNAG_05939"
"112","CNAG_06200"
"113","CNAG_06330"
"114","CNAG_06484"
"115","CNAG_06491"
"116","CNAG_06568"
"117","CNAG_06710"
"118","CNAG_06836"
"119","CNAG_07594"
"120","CNAG_07703"
"121","CNAG_07752"
"122","CNAG_07912"
"123","CNAG_07913"
"124","CNAG_07990"
"125","CNAG_08008"
