"","1","5b","15","19","29b","33","43","47"
"CNAG_01455",-1.89172958372601,-1.60213891149389,0.636367631948444,0.373990879546138,0.658208230794644,0.599483726848966,0.642652579014374,0.583165447067335
"CNAG_06980",-1.68842260977711,-1.39945336036635,0.594399487463102,0.479376305272417,0.549886566525515,0.522311955675146,0.340278710658831,0.601622944548437
"CNAG_06971",-1.58672077582853,-1.24959759966986,0.464387903024539,0.498454652177124,0.535435699042228,0.37312750706128,0.409075570979187,0.555837043214028
"CNAG_06806",-1.56753541897227,-1.19919571780145,0.492460462866831,0.33153970949763,0.534853230138019,0.40524670565053,0.496334541072638,0.506296487548067
"CNAG_01596",0.550582731079254,-0.274044040326842,0.532105833375516,0.732113405420169,-1.26638930637541,-1.26908954467946,0.342748261055196,0.651972660451577
"CNAG_07411",-1.50039489671528,-1.16476213259237,0.398441621628106,0.469858232605508,0.418473189970448,0.388847568391385,0.501628073604544,0.48790834310767
"CNAG_06811",-1.57523909812765,-0.961962733326314,0.360435590736143,0.221681361336305,0.448912542889733,0.537016684255812,0.373779691981616,0.595375960254362
"CNAG_06807",-1.41643567667675,-1.07869262847802,0.442172951476455,0.399167544766049,0.379970910823736,0.316720416543879,0.363576574321156,0.5935199072235
"CNAG_07408",-1.37639953608474,-1.06003120688391,0.432154196121075,0.380320342656811,0.460539099593599,0.305510216651639,0.497848482928939,0.360058405016588
"CNAG_01787",0.395094497454485,0.271448214970786,-0.468559158049963,-0.618706294426105,0.964779189606318,1.00885979775016,-0.776930459786567,-0.775985787519112
"CNAG_01560",-0.417329688156248,-0.301501908122039,-0.370012076973708,-0.433621936732952,1.38506893458231,0.95247541825742,-0.334822694904823,-0.480256047949954
"CNAG_07004",-1.25799196740748,-1.01898307629765,0.459796931058883,0.205197563227539,0.738314447709764,0.418717723141756,0.235652659187285,0.219295719379898
"CNAG_00979",0.422143411549525,0.376633590888645,0.496289700486579,1.19966577033027,-0.474426538491619,-0.500465674626333,-0.8008032507177,-0.719037009419366
"CNAG_14001",-1.31653855908013,-0.984436568784689,0.396105824723587,0.261879441983627,0.490108876738447,0.32472965315911,0.347458290100151,0.480693041159903
"CNAG_01571",-0.474158321624953,-0.54055402072671,-0.343959617065066,-0.499244980315814,1.19555008795673,1.01699970272724,-0.0910690239806478,-0.263563826970779
"CNAG_06812",-1.27009871985029,-0.886304545629958,0.393307112972647,0.244019005181499,0.447576243125008,0.400488849932024,0.301200703457218,0.369811350811857
"CNAG_02691",0.207069453898544,-0.417825022244084,0.529013419853133,0.572670157869595,-0.749888939391898,-0.494342896060529,-0.6772560745875,1.03055990066274
"CNAG_06804",-1.24150852193939,-0.873467894679171,0.313871685391166,0.376889704814608,0.450347766236768,0.318336233246754,0.323793710909015,0.331737316020243
"CNAG_02701",0.148403246933535,-0.0425311333739842,0.551061568200383,0.464927810996997,-0.711772638494136,-0.436329094955529,-0.887421902494825,0.913662143187555
"CNAG_06808",-1.16739469540135,-0.856950558907514,0.241812814020625,0.255138436136939,0.370458362696967,0.302349614384603,0.442588429599573,0.411997597470154
"CNAG_07791",1.04845064911709,0.614388941070288,-0.0591578303404994,0.191035517573754,-0.742377576645099,-0.498481636488695,-0.549694264080374,-0.00416380020647189
"CNAG_07950",-0.401949083911561,-0.519539178100841,-0.283847358839074,1.32017142764775,0.237478979144227,-0.404534725206741,-0.213467408916564,0.265687348182803
"CNAG_04537",-0.599275897980771,0.734186946168203,0.601182048273825,-0.551161615617758,0.399710711873817,0.401530950647723,-0.816441327363588,-0.169731816001454
"CNAG_03713",-0.432691228556981,0.153387795600906,0.782787955268855,-0.497250412391701,0.546538100460802,0.564740800198676,-0.90829289721247,-0.209220113368094
"CNAG_01551",-0.641125039961403,-0.278229804272932,-0.321146157840667,-0.557333927121592,0.884531631042678,0.790395713432328,0.076690209742095,0.046217374979495
"CNAG_07493",0.0538051356803493,0.110850572625087,0.408149370063295,0.608974516281214,-0.624831184741344,-0.553169701552864,-0.716639217448161,0.712860509092422
"CNAG_01452",0.80511993208506,0.984482518082231,-0.427024591474625,-0.198470546144218,-0.392585810558021,-0.266674318288748,-0.169566880621284,-0.335280303080395
"CNAG_07409",-0.997996637466505,-0.798643412459917,0.407647632958289,0.30869481250109,0.283069954627984,0.246921604126641,0.304132499705648,0.246173546006768
"CNAG_02225",-0.298845310834684,-0.243259131018736,-0.712385441939142,-0.62301236560713,0.709427551649487,0.21520745574459,0.733351806802318,0.2195154352033
"CNAG_07586",0.96761885140547,0.493776786537147,-0.128244767364961,0.231453609618606,-0.622334278063889,-0.47148953958459,-0.517240065003548,0.0464594024557652
"CNAG_03569",-0.584128556807549,0.624313124386961,0.424155329211452,-0.286006994501331,0.255173240558078,0.584477690090719,-0.80915083133783,-0.208833001600498
"CNAG_01521",-0.384666942020928,-0.071221201597151,0.687172131637897,-0.796590983147789,0.53009287011078,0.487202345051784,-0.513727132457519,0.0617389124229231
"CNAG_06815",-0.761129327631504,-0.912654216117478,0.107832373968069,0.305471302209639,0.256917742289097,0.333531793973,0.497815889278201,0.17221444203097
"CNAG_05346",-0.413322425999941,0.468468057004878,0.421859116349114,-0.390947579469379,0.416100925291434,0.48320437016446,-0.761654279518055,-0.223708183822509
"CNAG_05605",-0.546437916022276,0.251787094602621,0.200483192079957,-0.0127899549199384,0.368046675623713,0.736371621389026,-0.788335556716092,-0.209125156037009
"CNAG_04681",0.14250646105252,0.429127743996911,0.501805504325795,0.661716390643305,-0.232549691004413,-0.391562886070295,-0.519185446181925,-0.591858076761898
"CNAG_06484",-0.361473730252809,-0.269152902327283,-0.339260033883705,-0.446193771292019,-0.0463426467865915,-0.0771420352958918,0.748970863288567,0.790594256549736
"CNAG_06956",0.32854305360478,-0.529119338744566,0.265421123375408,0.333994702470704,-0.107734140564436,0.362138332302878,-0.951430872355528,0.298187139910763
"CNAG_00391",-0.534762791066764,0.164282710256641,0.672804294057752,-0.363717067357509,0.416075535245136,0.437439064508586,-0.636660812455555,-0.155460933188285
"CNAG_01696",0.159281422471162,-0.0393072184823247,0.362146684635491,0.383889866149961,-0.5359340015742,-0.426176355630599,-0.626875225587606,0.722974828018113
"CNAG_01605",-0.223274354725509,-0.243033769413242,-0.340115860024379,-0.385005453405014,0.541457530939907,0.961803095499607,-0.063363857412674,-0.248467331458698
"CNAG_05258",0.30433537837559,0.846824436045271,0.308354200226653,0.0296437207770852,-0.0406718917214066,-0.640263425537492,-0.343406867284254,-0.464815550881444
"CNAG_07347",0.106197996282347,-0.274988127541873,0.357438699457639,0.345820689131518,-0.514897771597388,-0.363852682855036,-0.46546285453376,0.809744051656546
"CNAG_01522",-0.00302731154181224,-0.169748589164294,0.15645722342127,-1.09026565128213,0.120394133393722,0.281470678050729,0.359708873360686,0.345010643761837
"CNAG_06813",-0.91906414716417,-0.466449711951837,0.380109302674132,0.407175135182139,0.328111673124477,0.160254486951168,-0.105249627386907,0.215112888570996
"CNAG_02199",-0.626214143645665,0.454491247365195,0.253927910381445,-0.244669318329033,0.452923210819542,0.364352339495325,-0.690898393272858,0.0360871471860493
"CNAG_06816",-0.805912609156831,-0.657079721432071,0.219263962261642,0.161431448055917,0.256282237137722,0.480251678229966,0.141848330902877,0.20391467400078
"CNAG_02966",-0.000173703952045301,-0.279119508573364,-0.301269108106888,-0.483075601050951,0.371850809144568,-0.248701245160615,0.953660750919335,-0.0131723932200378
"CNAG_07739",-0.159429897634789,-0.219971161143265,0.524116197850123,-0.102155504008305,0.230939770768577,0.611825713779195,-0.843537079274517,-0.0417880403370141
"CNAG_01275",-0.333093213281582,-0.638263357113241,-0.165362003169321,-0.412866731113186,0.155019218883138,0.240303834581588,0.689220995585777,0.465041255626825
"CNAG_07005",-0.782055491986331,-0.674381437637844,0.132466903529097,0.133617658186752,0.326939810388619,0.281059714815671,0.174982996098241,0.407369846605796
"CNAG_06298",0.0772947211951021,0.58985738044162,0.31923840729706,0.519399950615981,-0.0357282557080456,-0.400054836819877,-0.64153877889906,-0.428468588122785
"CNAG_06568",-0.132338544654459,-0.495682164867233,-0.497269066490642,-0.461663746876994,0.643024942331053,0.323894758345968,0.427231558186117,0.192802264026195
"CNAG_00146",-0.425815151934165,0.376460353960431,0.193082738582373,-0.0935004252458658,0.330082313735053,0.611164681624777,-0.698614159246485,-0.292860351476115
"CNAG_07594",-0.335225270606743,-0.406107432072702,-0.466070690309601,-0.162969567851301,0.727837860852015,0.604819191713114,0.0796399272120887,-0.0419240189368715
"CNAG_04025",0.00203068249163074,-0.437720621684506,-0.316294495229897,-0.444358760616699,0.114573738133987,0.0301095602171984,0.953994053717912,0.097665842970371
"CNAG_02226",-0.011913739896789,-0.455387252940901,-0.456707893612472,-0.366318295769019,0.471483729933674,-0.0973978741335024,0.783456836677527,0.132784489741477
"CNAG_06809",-0.855738559415298,-0.539545465815421,0.330073888683078,0.266618856380036,0.370218159666714,0.222377951318222,0.113557591006991,0.0924375781756792
"CNAG_01456",-0.829524180210979,-0.553289794550192,0.329865234350597,0.221898115189306,0.0987228864057554,0.393783318396485,0.0426116343769607,0.295932786042068
"CNAG_01936",-0.158646009929457,-0.649987521637765,-0.257792050676917,-0.453196857334206,0.279493809790013,0.214627949744104,0.503972721624764,0.521527958419469
"CNAG_06889",-0.366791085714785,0.110259657900416,0.817553202239337,-0.344365189516307,0.432103252077486,0.0340345784538902,-0.409764391525994,-0.27303002391404
"CNAG_07348",0.184491747070432,-0.303002786614579,0.239922106148896,0.389761929916816,-0.5160854635371,-0.254104884801041,-0.444868625597545,0.703885977414128
