"","x"
"857",3727
"858",6334
"859",1147
"860",3102
"861",1849
"862",2105
"863",3219
"864",3055
"865",6552
"866",914
"867",3568
"868",527
"869",510
"870",5392
"871",2838
"872",1000
"873",1973
"874",3240
"875",2514
"876",2566
"877",1775
"878",93
"879",6132
"880",745
"881",6095
"882",3594
"883",2857
"884",3012
"885",4554
"886",514
"887",5489
"888",4455
"889",4210
"890",6696
"891",4279
"892",4215
"893",5948
"894",213
"895",5523
"896",5680
"897",6658
"898",4093
"899",2345
"900",15
"901",5796
"902",6336
"903",1653
"904",150
"905",2927
"906",6680
"907",1856
"908",2562
"909",243
"910",3130
"911",1802
"912",1917
"913",1784
"914",5403
"915",4921
"916",6238
"917",4971
"918",3091
"919",6099
"920",1516
"921",202
"922",4654
"923",3344
"924",1571
"925",1101
"926",998
"927",6657
"928",109
"929",6071
"930",942
"931",2435
"932",4396
"933",6434
"934",1355
"935",3680
"936",4855
"937",3306
"938",2213
"939",5709
"940",6332
"941",2974
"942",4119
"943",1004
"944",5602
"945",4659
"946",5998
"947",3141
"948",924
"949",652
"950",2450
"951",2588
"952",1447
"953",774
"954",5871
"955",2753
"956",699
"957",5355
"958",3485
"959",873
"960",17
"961",2752
"962",899
"963",1075
"964",3790
"965",3634
"966",4163
"967",5265
"968",5988
"969",2353
"970",5316
"971",2804
"972",2049
"973",5811
"974",5696
"975",2093
"976",392
"977",1162
"978",316
"979",4150
"980",2226
"981",1934
"982",4891
"983",5911
"984",949
"985",5791
"986",2699
"987",5328
"988",3889
"989",1399
"990",6064
"991",5867
"992",6028
"993",5803
"994",3403
"995",3613
"996",2700
"997",6469
"998",3760
"999",5801
"1000",5171
