"","x"
"1","CNAG_00005"
"2","CNAG_00012"
"3","CNAG_00018"
"4","CNAG_00026"
"5","CNAG_00032"
"6","CNAG_00055"
"7","CNAG_00070"
"8","CNAG_00077"
"9","CNAG_00094"
"10","CNAG_00096"
"11","CNAG_00108"
"12","CNAG_00109"
"13","CNAG_00135"
"14","CNAG_00158"
"15","CNAG_00159"
"16","CNAG_00161"
"17","CNAG_00178"
"18","CNAG_00181"
"19","CNAG_00194"
"20","CNAG_00269"
"21","CNAG_00284"
"22","CNAG_00308"
"23","CNAG_00315"
"24","CNAG_00353"
"25","CNAG_00371"
"26","CNAG_00393"
"27","CNAG_00399"
"28","CNAG_00400"
"29","CNAG_00401"
"30","CNAG_00434"
"31","CNAG_00442"
"32","CNAG_00443"
"33","CNAG_00450"
"34","CNAG_00451"
"35","CNAG_00452"
"36","CNAG_00454"
"37","CNAG_00462"
"38","CNAG_00464"
"39","CNAG_00490"
"40","CNAG_00495"
"41","CNAG_00499"
"42","CNAG_00527"
"43","CNAG_00528"
"44","CNAG_00532"
"45","CNAG_00533"
"46","CNAG_00537"
"47","CNAG_00538"
"48","CNAG_00542"
"49","CNAG_00588"
"50","CNAG_00594"
"51","CNAG_00651"
"52","CNAG_00681"
"53","CNAG_00689"
"54","CNAG_00730"
"55","CNAG_00740"
"56","CNAG_00745"
"57","CNAG_00748"
"58","CNAG_00756"
"59","CNAG_00758"
"60","CNAG_00765"
"61","CNAG_00773"
"62","CNAG_00777"
"63","CNAG_00791"
"64","CNAG_00797"
"65","CNAG_00804"
"66","CNAG_00836"
"67","CNAG_00837"
"68","CNAG_00840"
"69","CNAG_00855"
"70","CNAG_00865"
"71","CNAG_00867"
"72","CNAG_00877"
"73","CNAG_00905"
"74","CNAG_00909"
"75","CNAG_00933"
"76","CNAG_00991"
"77","CNAG_01002"
"78","CNAG_01044"
"79","CNAG_01056"
"80","CNAG_01059"
"81","CNAG_01065"
"82","CNAG_01086"
"83","CNAG_01092"
"84","CNAG_01112"
"85","CNAG_01119"
"86","CNAG_01164"
"87","CNAG_01180"
"88","CNAG_01229"
"89","CNAG_01235"
"90","CNAG_01241"
"91","CNAG_01252"
"92","CNAG_01275"
"93","CNAG_01286"
"94","CNAG_01290"
"95","CNAG_01303"
"96","CNAG_01317"
"97","CNAG_01331"
"98","CNAG_01339"
"99","CNAG_01365"
"100","CNAG_01384"
"101","CNAG_01392"
"102","CNAG_01471"
"103","CNAG_01524"
"104","CNAG_01533"
"105","CNAG_01534"
"106","CNAG_01538"
"107","CNAG_01539"
"108","CNAG_01541"
"109","CNAG_01543"
"110","CNAG_01546"
"111","CNAG_01547"
"112","CNAG_01549"
"113","CNAG_01550"
"114","CNAG_01552"
"115","CNAG_01554"
"116","CNAG_01557"
"117","CNAG_01560"
"118","CNAG_01562"
"119","CNAG_01565"
"120","CNAG_01569"
"121","CNAG_01576"
"122","CNAG_01580"
"123","CNAG_01584"
"124","CNAG_01595"
"125","CNAG_01598"
"126","CNAG_01599"
"127","CNAG_01605"
"128","CNAG_01609"
"129","CNAG_01611"
"130","CNAG_01621"
"131","CNAG_01625"
"132","CNAG_01627"
"133","CNAG_01675"
"134","CNAG_01721"
"135","CNAG_01725"
"136","CNAG_01758"
"137","CNAG_01764"
"138","CNAG_01794"
"139","CNAG_01841"
"140","CNAG_01844"
"141","CNAG_01852"
"142","CNAG_01862"
"143","CNAG_01890"
"144","CNAG_01926"
"145","CNAG_01928"
"146","CNAG_01936"
"147","CNAG_01957"
"148","CNAG_01962"
"149","CNAG_01964"
"150","CNAG_01965"
"151","CNAG_01969"
"152","CNAG_01974"
"153","CNAG_01995"
"154","CNAG_02007"
"155","CNAG_02020"
"156","CNAG_02032"
"157","CNAG_02035"
"158","CNAG_02046"
"159","CNAG_02052"
"160","CNAG_02062"
"161","CNAG_02096"
"162","CNAG_02102"
"163","CNAG_02109"
"164","CNAG_02117"
"165","CNAG_02134"
"166","CNAG_02136"
"167","CNAG_02143"
"168","CNAG_02147"
"169","CNAG_02149"
"170","CNAG_02181"
"171","CNAG_02280"
"172","CNAG_02284"
"173","CNAG_02295"
"174","CNAG_02319"
"175","CNAG_02327"
"176","CNAG_02350"
"177","CNAG_02361"
