MGat204,2HrUp,2HrDown
CNAG_04981,,
CNAG_04990,,
CNAG_04991,,
CNAG_05076,,
CNAG_05077,,
CNAG_05079,,
CNAG_05080,,
CNAG_05138,,
CNAG_05147,,
CNAG_05148,,
CNAG_05159,,
CNAG_05170,,
CNAG_05181,,
CNAG_05229,,
CNAG_05263,,
CNAG_05264,,
CNAG_05312,,
CNAG_05313,,
CNAG_05340,,
CNAG_05341,,
CNAG_05351,,
CNAG_05352,,
CNAG_05387,,
CNAG_05415,,
CNAG_05429,,
CNAG_05430,,
CNAG_05458,,
CNAG_05459,,
CNAG_05515,,
CNAG_05524,,
CNAG_05525,,
CNAG_05590,,
CNAG_05638,,
CNAG_05639,,
CNAG_05641,,
CNAG_05661,,
CNAG_05662,,
CNAG_05663,,
CNAG_05664,,
CNAG_05684,,
CNAG_05685,,
CNAG_05742,,
CNAG_05743,,
CNAG_05785,,
CNAG_05812,,
CNAG_05835,,
CNAG_05836,,
CNAG_05843,,
CNAG_05847,,
CNAG_05864,,
CNAG_05867,,
CNAG_05872,,
CNAG_05888,,
CNAG_05889,,
CNAG_05915,,
CNAG_05916,,
CNAG_06060,,
CNAG_06061,,
CNAG_06081,,
CNAG_06092,,
CNAG_06098,,
CNAG_06099,,
CNAG_06104,,
CNAG_06186,,
CNAG_06200,,
CNAG_06201,,
CNAG_06241,,
CNAG_06242,,
CNAG_06327,,
CNAG_06346,,
CNAG_06347,,
CNAG_06434,,
CNAG_06493,,
CNAG_06517,,
CNAG_06534,,
CNAG_06554,,
CNAG_06555,,
CNAG_06567,,
CNAG_06657,,
CNAG_06658,,
CNAG_06760,,
CNAG_06761,,
CNAG_06762,,
CNAG_06763,,
CNAG_06784,,
CNAG_06785,,
CNAG_06896,,
CNAG_06897,,
CNAG_06908,,
CNAG_06916,,
CNAG_06917,,
CNAG_06923,,
CNAG_06926,,
CNAG_06963,,
CNAG_07313,,
CNAG_07388,,
CNAG_07389,,
CNAG_07419,,
CNAG_07441,,
CNAG_07442,,
CNAG_07486,,
CNAG_07491,,
CNAG_07512,,
CNAG_07523,,
CNAG_07540,,
CNAG_07541,,
CNAG_07542,,
CNAG_07548,,
CNAG_07549,,
CNAG_07631,,
CNAG_07633,,
CNAG_07690,,
CNAG_07691,,
CNAG_07692,,
CNAG_07742,,
CNAG_07770,,
CNAG_07867,,
CNAG_07869,,
CNAG_07902,,
CNAG_07911,,
CNAG_07917,,
CNAG_07939,,
CNAG_07955,,
CNAG_07965,,
CNAG_07971,,
CNAG_07984,,
CNAG_08005,,
CNAG_08021,,
CNAG_12011,,
CNAG_12033,,
CNAG_12058,,
CNAG_12080,,
CNAG_12099,,
CNAG_12113,,
CNAG_12154,,
CNAG_12161,,
CNAG_12187,,
CNAG_12204,,
CNAG_12214,,
CNAG_12226,,
CNAG_12227,,
CNAG_12228,,
CNAG_12229,,
CNAG_12269,,
CNAG_12281,,
CNAG_12292,,
CNAG_12300,,
CNAG_12320,,
CNAG_12324,,
CNAG_12332,,
CNAG_12351,,
CNAG_12370,,
CNAG_12381,,
CNAG_12383,,
CNAG_12391,,
CNAG_12450,,
CNAG_12456,,
CNAG_12461,,
CNAG_12465,,
CNAG_12474,,
CNAG_12497,,
CNAG_12501,,
CNAG_12504,,
CNAG_12544,,
CNAG_12560,,
CNAG_12615,,
CNAG_12661,,
CNAG_12682,,
CNAG_12688,,
CNAG_12739,,
CNAG_12756,,
CNAG_12770,,
CNAG_12820,,
CNAG_12825,,
CNAG_12826,,
CNAG_12832,,
CNAG_12867,,
CNAG_12869,,
CNAG_12900,,
CNAG_12914,,
CNAG_12917,,
CNAG_12985,,
CNAG_12989,,
CNAG_13040,,
CNAG_13041,,
CNAG_13079,,
CNAG_13120,,
CNAG_13129,,
CNAG_13141,,
CNAG_13165,,
