"","x"
"1","CNAG_00776"
"2","CNAG_02323"
"3","CNAG_02830"
"4","CNAG_03223"
"5","CNAG_04681"
"6","CNAG_04752"
"7","CNAG_05144"
"8","CNAG_05312"
"9","CNAG_06336"
"10","CNAG_07770"
