"","x"
"1","CNAG_00003"
"2","CNAG_00008"
"3","CNAG_00009"
"4","CNAG_00010"
"5","CNAG_00011"
"6","CNAG_00014"
"7","CNAG_00020"
"8","CNAG_00024"
"9","CNAG_00025"
"10","CNAG_00048"
"11","CNAG_00049"
"12","CNAG_00053"
"13","CNAG_00058"
"14","CNAG_00063"
"15","CNAG_00066"
"16","CNAG_00067"
"17","CNAG_00068"
"18","CNAG_00072"
"19","CNAG_00073"
"20","CNAG_00074"
"21","CNAG_00080"
"22","CNAG_00083"
"23","CNAG_00090"
"24","CNAG_00097"
"25","CNAG_00100"
"26","CNAG_00110"
"27","CNAG_00123"
"28","CNAG_00126"
"29","CNAG_00127"
"30","CNAG_00128"
"31","CNAG_00130"
"32","CNAG_00132"
"33","CNAG_00133"
"34","CNAG_00137"
"35","CNAG_00138"
"36","CNAG_00141"
"37","CNAG_00146"
"38","CNAG_00150"
"39","CNAG_00156"
"40","CNAG_00165"
"41","CNAG_00175"
"42","CNAG_00176"
"43","CNAG_00185"
"44","CNAG_00188"
"45","CNAG_00192"
"46","CNAG_00193"
"47","CNAG_00236"
"48","CNAG_00239"
"49","CNAG_00242"
"50","CNAG_00247"
"51","CNAG_00251"
"52","CNAG_00257"
"53","CNAG_00261"
"54","CNAG_00263"
"55","CNAG_00264"
"56","CNAG_00271"
"57","CNAG_00272"
"58","CNAG_00274"
"59","CNAG_00275"
"60","CNAG_00277"
"61","CNAG_00283"
"62","CNAG_00290"
"63","CNAG_00294"
"64","CNAG_00299"
"65","CNAG_00302"
"66","CNAG_00303"
"67","CNAG_00319"
"68","CNAG_00321"
"69","CNAG_00322"
"70","CNAG_00327"
"71","CNAG_00331"
"72","CNAG_00332"
"73","CNAG_00335"
"74","CNAG_00354"
"75","CNAG_00356"
"76","CNAG_00359"
"77","CNAG_00362"
"78","CNAG_00367"
"79","CNAG_00368"
"80","CNAG_00372"
"81","CNAG_00373"
"82","CNAG_00374"
"83","CNAG_00384"
"84","CNAG_00388"
"85","CNAG_00389"
"86","CNAG_00390"
"87","CNAG_00397"
"88","CNAG_00398"
"89","CNAG_00402"
"90","CNAG_00404"
"91","CNAG_00405"
"92","CNAG_00407"
"93","CNAG_00419"
"94","CNAG_00426"
"95","CNAG_00436"
"96","CNAG_00439"
"97","CNAG_00442"
"98","CNAG_00456"
"99","CNAG_00460"
"100","CNAG_00461"
"101","CNAG_00463"
"102","CNAG_00473"
"103","CNAG_00474"
"104","CNAG_00475"
"105","CNAG_00483"
"106","CNAG_00498"
"107","CNAG_00503"
"108","CNAG_00505"
"109","CNAG_00508"
"110","CNAG_00516"
"111","CNAG_00517"
"112","CNAG_00520"
"113","CNAG_00539"
"114","CNAG_00540"
"115","CNAG_00545"
"116","CNAG_00546"
"117","CNAG_00547"
"118","CNAG_00556"
"119","CNAG_00558"
"120","CNAG_00564"
"121","CNAG_00565"
"122","CNAG_00568"
"123","CNAG_00576"
"124","CNAG_00581"
"125","CNAG_00583"
"126","CNAG_00596"
"127","CNAG_00597"
"128","CNAG_00598"
"129","CNAG_00600"
"130","CNAG_00612"
"131","CNAG_00632"
"132","CNAG_00634"
"133","CNAG_00635"
"134","CNAG_00637"
"135","CNAG_00642"
"136","CNAG_00645"
"137","CNAG_00647"
"138","CNAG_00652"
"139","CNAG_00654"
"140","CNAG_00663"
"141","CNAG_00664"
"142","CNAG_00674"
"143","CNAG_00675"
"144","CNAG_00677"
"145","CNAG_00679"
"146","CNAG_00682"
"147","CNAG_00683"
"148","CNAG_00685"
"149","CNAG_00688"
"150","CNAG_00691"
"151","CNAG_00692"
"152","CNAG_00693"
"153","CNAG_00696"
"154","CNAG_00697"
"155","CNAG_00698"
"156","CNAG_00699"
"157","CNAG_00702"
