gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted
CNAG_07913	2.651413031399438	3.7909840856975574	0.8631959385632595	4.391800188503475	1.1241598821427936e-5	8.020904475542043e-5
CNAG_02984	33.84365592599733	3.4132026739509262	0.2901278000738382	11.764479905346052	5.949182974208498e-32	7.316413388644779e-30
CNAG_07912	323.87135206278384	3.3561854186567195	0.21487400139581866	15.619318283528875	5.377753057005851e-55	1.5815270294603294e-52
CNAG_01500	13.93724226691848	3.2916691152890913	0.4950926626827703	6.648591997813997	2.9591000215869286e-11	6.649618786051158e-10
CNAG_05662	3784.7376268068824	2.5939127881609623	0.23856300196416097	10.873072382576082	1.5489520614173994e-27	1.396948232456972e-25
CNAG_01562	2260.6266230881633	2.5400631303351626	0.5023027794868625	5.056836701023266	4.2626794408133737e-7	4.51924196515073e-6
CNAG_06347	49029.70299344361	2.4240419485868214	0.1905172664460816	12.723476427124	4.379337781664797e-37	7.405460188795172e-35
CNAG_05833	33.010517666960766	2.405163110277875	0.26284608059570136	9.150462144335318	5.669050137906832e-20	2.9271339796031916e-18
CNAG_00765	273.5276692771285	2.336178606113079	0.16719491229863534	13.972785259998293	2.285121742706457e-44	5.5202012384523126e-42
CNAG_01272	3423.6406419497503	2.3068819626249004	0.19674838332064504	11.725036433287107	9.486021658060271e-32	1.1062663878468909e-29
CNAG_04098	321.0839665491229	2.3039094986375597	0.14012605965982938	16.44169188964951	9.619548540701239e-61	3.424559280489641e-58
CNAG_04291	327.10506537827484	2.180533925225201	0.1522864895012225	14.318630184246885	1.6739010212004168e-46	4.1934320397776363e-44
CNAG_07874	127.84460913747816	2.158828931000323	0.25751455923911626	8.383327674283972	5.145198281077922e-17	2.122080559342138e-15
CNAG_01995	70.77353270090488	2.155183260899416	0.19919839229463548	10.819280397161398	2.7895898453773912e-27	2.450491651186062e-25
CNAG_04657	193.9894143260257	2.122989631598853	0.18537938600470227	11.452134335718437	2.294259827024061e-30	2.5439956508181555e-28
CNAG_01275	274.7352615091014	2.121460982908919	0.17202033501999844	12.332617435388007	6.045068044682955e-35	9.292918239598978e-33
CNAG_01056	126.99497848277338	2.107426230256782	0.18953351137746033	11.1190164469638	1.0138347661337268e-28	1.0550120550966965e-26
CNAG_00827	40.914895310506495	2.089463944907625	0.2530009730953939	8.258719005479056	1.472441029589281e-16	5.96382702044425e-15
CNAG_07826	43.84571722193764	2.0556060371143294	0.268559819984102	7.654183106154955	1.9454491490820658e-14	6.419033192385898e-13
CNAG_02864	24.886824953843597	2.0448950447545617	0.4129149723773039	4.952339298769783	7.332660528910102e-7	7.24060084927707e-6
CNAG_02942	490.0122479833114	1.9620059282396995	0.2203023159951193	8.905970504110211	5.292099959465537e-19	2.5032002885192232e-17
CNAG_01539	889.0528600487021	1.947895331294143	0.2492574151530539	7.814793915350756	5.505302838850354e-15	1.919477752679577e-13
CNAG_00588	1008.3636026032871	1.9298955766966337	0.2313210427542594	8.342931337841282	7.24712491768264e-17	2.9708819965579016e-15
CNAG_06541	2738.69276951007	1.8997867644297	0.14839250145054692	12.802444502647733	1.588702313332541e-37	2.827890117731923e-35
CNAG_01683	763.7631431136319	1.8846068486156171	0.12013118950940793	15.687906332335338	1.829922014358931e-55	5.626178411419913e-53
CNAG_04142	180.2685980276891	1.860572692710441	0.1989709677776397	9.350975740288536	8.684282956700865e-21	4.895040826593721e-19
CNAG_00399	571.3509907519958	1.724473216207495	0.13463993966146431	12.808036163292053	1.4782862391693073e-37	2.7024670599300525e-35
